row_id,current_date_time_min,current_date_time_mean,current_date_time_max,time_mean,time_min,time_max,user_id,lanes,is_intersection,is_two_way_street,bike_maneuver,sidewalk_climbs,running_red_light,drive_opposite_direction,bad_roundabout,driving_between_lanes,crossings_without_priority,is_bike_infringement,real_risk,risk,vehicle_id,vehicle_name,vehicle_position_x_mean,vehicle_position_y_mean,vehicle_position_z_mean,bike_position_x_mean,bike_position_y_mean,bike_position_z_mean,vehicle_speed_mean,vehicle_speed_min,vehicle_speed_max,distance_mean,distance_min,distance_max,bike_speed_mean,bike_speed_min,bike_speed_max
2024-06-28 16:08:0_vID-1554,2024-06-28 16:08:03,2024-06-28 16:08:03.800000000,2024-06-28 16:08:05,00:00:14.991520,00:00:14.256000,00:00:15.732000,409783,,,,,,,,,,,,danger,danger,-1554,SmallSedanRed(Clone)6,1071.8989866666666,16.1069016,663.321132,1070.02,16.010718133333334,661.6675013333333,46.15262546666667,39.94235,50.00033,4.038679937333333,0.3991936,9.431317,0.014022812889333333,0.0007576386,0.03762978
2024-06-28 16:08:0_vID-3882,2024-06-28 16:08:03,2024-06-28 16:08:03.803278592,2024-06-28 16:08:04,00:00:15.011983,00:00:14.417000,00:00:15.606000,409783,,,,,,,,,,,,warning,danger,-3882,SmallSedanYellow1(Clone)18,1075.9299672131149,16.17242524590164,660.1971360655738,1070.02,16.0106468852459,661.6674622950819,46.513110655737705,41.36758,50.00005,5.9892865737704915,4.397301,9.294249,0.015121652632786886,0.0007576386,0.03762978
2024-06-28 16:08:0_vID-4076,2024-06-28 16:08:01,2024-06-28 16:08:01.849999872,2024-06-28 16:08:02,00:00:12.764300,00:00:12.465000,00:00:12.965000,409783,,,,,,,,,,,,warning,warning,-4076,SmallSedanYellow2(Clone)19,1075.8663000000001,16.030592000000002,666.696005,1070.02,16.032649,661.66766,26.706815499999998,25.0,28.4148,6.239537149999999,5.399479,7.214091,1.7552975,0.0,4.314773
2024-06-28 16:08:3_vID-1748,2024-06-28 16:08:38,2024-06-28 16:08:38.581395200,2024-06-28 16:08:39,00:00:49.782197,00:00:48.933000,00:00:50.626000,409783,,,,,,,,,,,,warning,danger,-1748,SmallSedanWhite(Clone)7,1077.574511627907,17.704155348837208,588.8617674418605,1069.8616511627906,17.587588953488375,591.55875,9.911856546511627,9.709307,10.03484,6.924808674418605,5.755415,9.487228,7.815368162790698,6.469504,14.51628
2024-06-28 16:08:4_vID-1748,2024-06-28 16:08:40,2024-06-28 16:08:40.000000000,2024-06-28 16:08:40,00:00:51.131245,00:00:50.648000,00:00:51.607000,409783,,,,,,,,,,,,warning,warning,-1748,SmallSedanWhite(Clone)7,1076.9100408163265,17.710547959183675,592.5194040816326,1069.8934081632653,17.590404693877552,589.165875510204,10.03493706122449,9.869509,10.44955,6.359315163265307,5.783449,7.231881,5.399311367346939,4.476247,6.456315
2024-06-28 16:08:4_vID-2136,2024-06-28 16:08:46,2024-06-28 16:08:46.514705920,2024-06-28 16:08:47,00:00:57.657367,00:00:56.985000,00:00:58.337000,409783,,,,,,,,,,,,warning,danger,-2136,SmallSedanYellow2(Clone)9,1078.1335294117648,17.67156632352941,588.0829485294117,1069.912,17.591834117647057,587.8015264705882,24.788510000000002,23.55164,26.95895,7.094520676470588,6.254737,9.452969,0.0009267259382352941,0.0002702042,0.002522101
2024-06-28 16:08:4_vID-2912,2024-06-28 16:08:43,2024-06-28 16:08:44.316455680,2024-06-28 16:08:45,00:00:55.406164,00:00:54.621000,00:00:56.187000,409783,,,,,,,,,,,,warning,danger,-2912,SmallSedanGreen2(Clone)13,1071.165759493671,17.616866202531646,582.7544898734178,1069.912,17.59180075949367,587.8011582278481,38.941754430379746,38.74001,39.00001,5.47341717721519,3.539923,9.448511,0.028745265215189872,0.001109681,0.452628
2024-06-28 16:08:4_vID-584,2024-06-28 16:08:48,2024-06-28 16:08:48.277777664,2024-06-28 16:08:49,00:00:59.397537,00:00:58.875000,00:00:59.919000,409783,,,,,,,,,,,,warning,danger,-584,SmallSedanBlue2(Clone)1,1070.411111111111,17.61579148148148,581.5427092592593,1069.8976666666667,17.591573703703702,587.9406796296296,49.20211666666666,46.54241,50.00001,6.0983294444444445,4.705641,9.186485,1.0167387444444445,0.3977698,1.579315
2024-06-28 16:08:5_vID-1942,2024-06-28 16:08:50,2024-06-28 16:08:50.743589632,2024-06-28 16:08:51,00:01:01.832923,00:01:01.459000,00:01:02.204000,409783,,,,,,,,,,,,warning,danger,-1942,SmallSedanYellow1(Clone)8,1070.5791794871795,17.616087435897438,581.529364102564,1069.9239487179486,17.590213846153844,589.4262487179487,49.63531384615384,48.39959,50.00001,6.980915358974359,6.267317,8.81338,3.243055923076923,2.969568,3.506444
2024-06-28 16:08:5_vID-972,2024-06-28 16:08:51,2024-06-28 16:08:52.463414528,2024-06-28 16:08:54,00:01:03.604829,00:01:01.967000,00:01:05.238000,409783,,,,,,,,,,,,danger,danger,-972,SmallSedanGreen2(Clone)3,1071.9714024390244,17.680333658536586,590.7629481707318,1070.673274390244,17.588465853658537,591.2677835365854,18.354292378048783,11.60834,24.00001,4.126250284756098,0.6085789,9.49319,4.514101689024391,3.343873,5.143104
