row_id,current_date_time_min,current_date_time_mean,current_date_time_max,time_mean,time_min,time_max,user_id,lanes,is_intersection,is_two_way_street,bike_maneuver,sidewalk_climbs,running_red_light,drive_opposite_direction,bad_roundabout,driving_between_lanes,crossings_without_priority,is_bike_infringement,real_risk,risk,vehicle_id,vehicle_name,vehicle_position_x_mean,vehicle_position_y_mean,vehicle_position_z_mean,bike_position_x_mean,bike_position_y_mean,bike_position_z_mean,vehicle_speed_mean,vehicle_speed_min,vehicle_speed_max,distance_mean,distance_min,distance_max,bike_speed_mean,bike_speed_min,bike_speed_max
2024-06-28 15:30:2_vID-1554,2024-06-28 15:30:28,2024-06-28 15:30:28.859649280,2024-06-28 15:30:29,00:00:12.241947,00:00:11.681000,00:00:12.809000,218452,,,,,,,,,,,,danger,danger,-1554,SmallSedanRed(Clone)6,1071.8572807017545,16.01748245614035,667.5846736842105,1070.02,16.009706842105263,661.6668543859649,32.742613859649126,27.70136,37.7835,4.814449596491229,0.4729521,9.417802,0.22762862254385963,0.002790965,0.9356209
2024-06-28 15:30:2_vID-2524,2024-06-28 15:30:29,2024-06-28 15:30:29.000000000,2024-06-28 15:30:29,00:00:12.808999,00:00:12.809000,00:00:12.809000,218452,,,,,,,,,,,,warning,danger,-2524,SmallSedanBlue2(Clone)11,1076.002,16.34592,652.8685,1070.02,16.00972,661.6667,37.63233,37.63233,37.63233,9.144542,9.144542,9.144542,0.06414609,0.06414609,0.06414609
2024-06-28 15:30:3_vID-1554,2024-06-28 15:30:30,2024-06-28 15:30:30.000000000,2024-06-28 15:30:30,00:00:13.203158,00:00:12.832000,00:00:13.577000,218452,,,,,,,,,,,,danger,danger,-1554,SmallSedanRed(Clone)6,1071.9525789473682,16.221445789473684,657.86785,1070.02,16.01082052631579,661.6674921052632,41.295234736842104,37.96378,44.62769,3.0003813368421053,0.4020452,6.904783,0.033273854,0.001059957,0.07213664
2024-06-28 15:30:3_vID-2524,2024-06-28 15:30:30,2024-06-28 15:30:30.190476032,2024-06-28 15:30:31,00:00:13.452126,00:00:12.832000,00:00:14.077000,218452,,,,,,,,,,,,warning,danger,-2524,SmallSedanBlue2(Clone)11,1075.9294761904762,16.17094253968254,660.2438238095239,1070.02,16.010751587301588,661.6674920634921,43.32686888888889,37.81004,48.84243,5.884335936507936,4.396619,8.970189,0.024897661438095235,0.0007576386,0.07213664
2024-06-28 15:30:3_vID-4076,2024-06-28 15:30:31,2024-06-28 15:30:31.600000000,2024-06-28 15:30:32,00:00:14.949200,00:00:14.405000,00:00:15.482000,218452,,,,,,,,,,,,warning,danger,-4076,SmallSedanYellow2(Clone)19,1075.929818181818,16.17083381818182,660.2487654545454,1070.0192363636363,16.01377418181818,661.53484,49.903940727272726,49.40003,50.00011,5.938000472727273,4.399316,9.232832,1.532003988110909,0.0008300706,3.679383
2024-06-28 15:30:3_vID-778,2024-06-28 15:30:31,2024-06-28 15:30:32.024999936,2024-06-28 15:30:33,00:00:15.358337,00:00:14.573000,00:00:16.160000,218452,,,,,,,,,,,,danger,danger,-778,SmallSedanGreen1(Clone)2,1071.9066500000001,16.123807,662.56098375,1070.0189249999999,16.020847749999998,661.20808625,46.396902125000004,42.17685,50.00034,3.94440419,0.406124,9.435086,3.0460625070375,0.002460563,5.806871
2024-06-28 15:31:0_vID-1554,2024-06-28 15:31:06,2024-06-28 15:31:07.375000064,2024-06-28 15:31:08,00:00:50.723490,00:00:49.674000,00:00:51.766000,218452,,,,,,,,,,,,warning,danger,-1554,SmallSedanRed(Clone)6,1076.932625,17.703815576923077,595.2554413461538,1081.9205673076924,17.692561346153845,599.2274288461539,27.370122884615384,22.69476,34.09594,6.303798048076923,5.082966,9.466105,10.015161846153847,6.698163,11.87402
2024-06-28 15:31:0_vID-2330,2024-06-28 15:31:03,2024-06-28 15:31:03.887755008,2024-06-28 15:31:05,00:00:47.205938,00:00:46.234000,00:00:48.184000,218452,,,,,,,,,,,,danger,danger,-2330,OriginalSmallSedan(Clone)10,1076.6415,17.68293755102041,600.3300693877551,1073.091887755102,17.563222244897958,601.0927234693878,27.611789285714288,24.18813,31.93297,4.54011912244898,1.862162,9.366915,8.165346173469388,7.526163,8.84964
2024-06-28 15:31:4_vID-390,2024-06-28 15:31:43,2024-06-28 15:31:43.149999872,2024-06-28 15:31:44,00:01:26.545074,00:01:26.141000,00:01:26.933000,218452,,,,,,,,,,,,warning,danger,-390,OriginalSmallSedan(Clone)0,1072.2177,17.0253845,630.79534,1078.339725,16.9403735,629.7000125000001,49.9100415,49.56669,50.00006,6.0067603,4.572976,9.067659,18.59105675,17.69459,19.47548
2024-06-28 15:31:5_vID-1166,2024-06-28 15:31:59,2024-06-28 15:31:59.000000000,2024-06-28 15:31:59,00:01:42.466583,00:01:42.103000,00:01:42.813000,218452,,,,,,,,,,,,warning,danger,-1166,SmallSedanGrey(Clone)4,1071.1288611111113,15.700806388888887,780.0327444444445,1076.6365277777777,15.577901666666666,776.7492361111111,20.0,20.0,20.0,5.727664000000001,4.21946,9.244286,43.65942333333333,43.4003,43.82018
