lanes,is_intersection,is_two_way_street,bike_maneuver,vehicle_maneuver,maneuver_direction,sidewalk_climbs,running_red_light,drive_opposite_direction,bad_roundabout,driving_between_lanes,crossings_without_priority,is_bike_infringement,vehicle_speed_mean,vehicle_speed_min,vehicle_speed_max,distance_mean,distance_min,distance_max,bike_speed_mean,bike_speed_min,bike_speed_max,level,binary_risk
2,0,1,reverse,straight,same_direction,0,0,1,0,0,0,1,19.9727825984251,19.86656,20.00854,3.91820054015748,0.5551708,9.242399,6.90929796062992,6.55262,7.245728,easy,danger
2,1,0,turn left,turn left,opposite_direction,0,1,1,0,0,0,1,29.9477231506849,29.75335,30.00023,4.44729894520547,1.506425,9.442112,17.1175347945205,15.82063,18.24195,normal,danger
1,1,1,straight,straight,opposite_direction,0,1,0,0,0,1,1,49.8343243902439,49.40012,50.0015,4.4885327804878,1.713654,9.320427,40.9483341463414,40.86092,41.03718,easy,danger
1,0,1,stop,straight,same_direction,0,0,0,0,0,0,0,43.8084843209876,23.50635,50.00004,4.63558156790123,1.468676,9.359506,0.0007906726734567,6.193145e-05,0.001503394,normal,danger
3,1,1,turn_right,straight,same_direction,0,0,0,0,0,1,1,36.100631839416,6.068033,57.38188,4.07269756788321,0.9936857,7.074932,20.083305839416,16.68908,25.36825,hard,danger
3,1,1,turn_right,turn_right,same_direction,0,0,0,0,0,1,1,15.269782368421,11.58472,19.18594,2.17442479842105,0.0,7.018106,13.3217031742105,0.1103294,62.93941,hard,collision
2,0,1,straight,straight,opposite_direction,0,0,1,0,0,0,1,49.864179074074,49.55324,50.00135,4.1594002037037,1.147215,9.244166,12.2954935185185,11.31727,13.51479,easy,danger
1,0,1,turn left,turn left,same_direction,0,0,1,0,0,1,1,29.8532445999999,29.43335,30.00012,4.25682484,1.228901,9.489549,8.72148274,7.87682,9.562905,normal,danger
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,47.4841475,43.2749,50.00178,4.53578819230769,1.561557,9.563087,18.1878317307692,18.08178,18.37708,hard,danger
2,1,1,turn_right,turn left,opposite_direction,0,0,0,0,1,1,1,34.4266574418604,17.27786,50.01443,2.88164056046511,0.0,9.461241,15.8669995348837,15.42107,16.57654,normal,collision
2,0,1,straight,straight,same_direction,0,0,1,0,0,0,1,31.1125311111111,23.59514,47.14418,3.86905502020202,1.065704,9.199569,3.53685793939393,0.1306459,8.440557,normal,danger
