lanes,is_intersection,is_two_way_street,bike_maneuver,vehicle_maneuver,maneuver_direction,sidewalk_climbs,running_red_light,drive_opposite_direction,bad_roundabout,driving_between_lanes,crossings_without_priority,is_bike_infringement,vehicle_speed_mean,vehicle_speed_min,vehicle_speed_max,distance_mean,distance_min,distance_max,bike_speed_mean,bike_speed_min,bike_speed_max,level,real_risk
1,1,1,turn left,turn_right,from_left,1,1,1,0,1,1,1,15.3533725198684,0.015693,60.0,4.42532478947368,3.549091,9.502599,0.719619206973684,0.03242523,1.761635,normal,warning
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,47.5512696296296,45.42637,49.68336,4.56475266666666,2.417256,6.877881,15.1180729629629,14.91422,15.32447,hard,warning
2,1,0,reverse,turn_right,from_right,0,0,1,1,1,1,1,21.01759328,15.42555,26.19289,4.0190040288,0.1914828,9.537433,6.611845056,6.41441,7.206856,easy,danger
1,1,1,turn_right,stop,opposite_direction,0,1,0,0,0,1,1,0.140798184773209,6.745648e-06,7.852956,2.84344530186836,0.0,8.746651,19.4639060451977,13.23739,55.59595,easy,collision
4,1,0,turn_right,turn left,opposite_direction,0,0,1,0,0,0,1,19.8288857142857,19.39978,21.39244,4.64358379220779,2.078059,9.337653,22.7590155844155,22.6014,22.92158,hard,warning
2,1,1,straight,turn_right,opposite_direction,0,1,0,0,1,1,1,24.9442523232323,23.83119,27.76668,5.12641082828282,3.087946,9.420609,7.80491725252525,6.167144,9.535527,normal,warning
1,1,1,turn_right,stop,opposite_direction,0,1,0,0,0,1,1,6.88978433905579e-05,6.290585e-05,8.737221e-05,3.36707548988669,0.0,9.432381,15.1410374248927,13.23739,53.82674,easy,collision
1,0,1,reverse,stop,same_direction,0,0,1,0,0,0,1,1.54471641565697,6.57433e-05,3.240064,5.71064105813953,4.49085,7.19828,5.23588859302325,5.213121,5.279787,normal,warning
1,0,1,straight,straight,opposite_direction,1,0,1,0,0,0,1,49.8306549019607,49.40003,50.00011,5.12900362745098,3.029254,9.214461,11.304044117647,10.83051,11.76716,normal,warning
1,0,0,straight,stop,opposite_direction,0,0,1,0,0,0,1,9.71470189230769e-05,9.047735e-05,0.0001068596,4.38347624615384,1.056135,9.539465,13.2241395384615,9.828998,16.99798,hard,danger
3,1,1,stop,turn_right,same_direction,0,0,0,0,0,0,0,7.93153374601516,5.203786e-05,30.55348,2.5676570315126,1.124411,7.211379,0.376261908346848,0.0001803162,3.650496,easy,warning
1,0,0,turn left,stop,same_direction,0,0,0,0,0,0,0,0.0001557927713178,0.0001477083,0.0001808476,4.25200465116279,1.543287,6.91593,8.57998234108527,6.111513,9.472696,normal,danger
3,0,1,straight,stop,opposite_direction,0,0,0,0,1,0,1,2.4260746231884e-05,2.232488e-05,2.634015e-05,6.06516813043478,4.66947,9.14788,39.7803089855072,37.05994,41.93904,normal,warning
1,0,1,straight,straight,opposite_direction,0,0,1,0,0,0,1,34.2950270833333,33.09904,35.49105,7.06448633333333,4.557209,9.550263,6.63970341666666,6.084111,7.230279,hard,warning
1,1,1,stop,turn_right,from_left,0,0,0,0,0,0,0,2.52399377287934,0.0001445496,20.83022,1.80731200817995,1.300138,7.074661,0.38953033309411,3.634757e-05,5.399103,hard,danger
1,1,1,turn left,straight,opposite_direction,0,1,1,0,0,1,1,0.0001504460019607,0.0001414445,0.0001540792,3.66762434313725,1.810305,7.115864,13.0507808823529,10.7399,14.91785,hard,danger
1,0,1,straight,stop,opposite_direction,0,1,0,0,0,1,1,8.09708851037344e-05,6.724233e-05,9.138748e-05,4.05178237136929,0.6047375,9.524613,14.1805729045643,13.23739,15.7962,easy,danger
2,0,1,reverse,straight,same_direction,0,0,0,0,0,0,0,49.8880574074074,49.61385,50.01674,5.12294175925925,2.874698,9.453167,10.3210668703703,9.660666,11.25498,normal,warning
1,1,1,turn left,straight,same_direction,0,0,0,0,1,1,1,18.8462677272727,17.53807,20.0004,7.19876404545454,4.777109,9.547858,7.73032798484848,7.555269,7.766437,hard,warning
1,0,1,turn left,straight,from_right,0,0,1,0,1,0,1,49.8350838888888,49.46003,50.00008,4.90333125,2.001716,9.47195,12.4758830555555,11.94469,12.97871,hard,warning
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,22.9561562068965,22.84675,23.00137,3.25618925862068,1.380008,7.12569,9.86806434482758,9.506774,10.55561,normal,danger
1,0,1,straight,straight,opposite_direction,1,0,0,0,0,0,1,19.9832487837837,19.86667,20.00001,3.82902422027027,0.2273132,9.436115,27.4569929729729,27.01056,28.04919,normal,danger
1,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,5.23642718647824,9.154808e-06,11.03993,5.41144331849315,2.75307,9.556909,4.30153329534246,0.042519,8.987764,hard,warning
1,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,49.9248024,49.57337,50.00007,5.82149739999999,4.44423,8.792423,3.606169,2.061912,4.908726,normal,warning
1,0,1,straight,stop,from_left,1,0,1,0,0,0,1,2.11111099456592,0.0001548287,6.551659,2.19333458503184,0.0,7.121329,4.20811235296178,0.054857,11.99656,hard,collision
1,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,49.8302549112426,49.40665,50.00033,3.71526875085207,0.0,9.510455,29.2022600591716,28.21234,29.96571,normal,collision
1,1,0,turn_right,stop,opposite_direction,0,0,1,0,1,1,1,0.0001139566974358,0.0001065384,0.0001187448,3.33949278846153,1.408898,6.934125,8.51397411538461,5.506879,10.90426,hard,danger
1,1,1,stop,turn_right,same_direction,0,0,0,0,0,0,0,24.0363215151515,18.97463,29.40559,4.62588168181818,2.685913,7.171433,0.0001020583201515,2.36765e-05,0.0001855098,hard,warning
2,1,0,turn_right,turn_right,opposite_direction,0,0,1,0,0,0,1,10.8852583059701,9.878948,12.53042,4.06674658955223,1.58475,7.838332,15.4885559701492,13.82616,17.70441,easy,danger
1,0,1,reverse,straight,same_direction,0,0,0,0,0,0,0,49.8535231578947,49.39997,50.00051,3.5659025,2.008335,6.981812,5.10329055263157,4.83157,5.617598,normal,warning
1,0,1,straight,straight,opposite_direction,0,0,1,0,0,0,1,19.9520432291666,19.81426,20.00019,4.6230638125,2.033168,9.402184,14.5808314583333,14.34075,14.85891,hard,warning
3,0,1,straight,stop,opposite_direction,0,0,0,0,1,0,1,7.7813668117647e-05,7.580824e-05,7.998412e-05,4.51649191764705,1.958316,9.011631,37.5482267058823,33.72373,40.97778,normal,danger
2,1,1,straight,straight,same_direction,0,0,0,0,0,0,0,49.8608626168224,49.52,50.0171,4.18558635514018,1.020547,9.528817,17.7931064485981,16.3903,19.16531,hard,danger
2,0,1,stop,straight,same_direction,0,0,0,0,1,0,1,19.9855244680851,19.86909,20.00842,4.75516357446808,2.586144,7.081079,0.0984834340425531,0.01464781,0.1947135,normal,warning
1,1,1,turn_right,stop,from_right,1,0,1,0,0,1,1,4.19675324973228,1.627521e-05,11.70001,6.70282909782608,3.185462,9.459219,15.2928908695652,15.09194,15.60943,normal,warning
1,1,1,straight,turn_right,from_left,0,0,1,0,0,0,1,10.3239954801444,9.777134,12.79113,3.95840174043321,0.8787801,9.392458,0.318925146371841,0.002236957,1.910521,hard,danger
1,1,1,reverse,turn_right,from_left,0,0,0,0,1,0,1,10.1081897709923,9.649834,13.15016,5.79276421755725,4.183776,9.500248,2.2142845575687,0.008853583,6.240895,hard,warning
1,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,26.9070481481481,26.61937,27.00153,4.44204213888888,1.746037,9.41059,59.0738121296296,55.12796,62.18987,normal,danger
2,0,1,straight,stop,same_direction,0,0,0,0,0,0,0,0.0001389869986111,0.0001295593,0.0001423011,3.34595959027777,1.412463,7.116355,11.4634127083333,10.57318,13.51179,easy,danger
2,0,1,reverse,straight,same_direction,1,0,0,0,0,0,1,19.9791667857142,19.86489,20.01101,4.77815992857142,2.478298,9.585089,6.23683811607142,3.977162,8.140699,easy,warning
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,49.884264379562,49.4,50.01272,4.1597734379562,1.11729,9.519048,25.0156206569343,18.93105,26.85103,hard,danger
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,49.8041815384615,49.46,50.00001,3.35488675824175,1.101351,7.102847,31.0267698901098,30.20055,31.83423,hard,danger
3,0,1,straight,stop,opposite_direction,0,0,0,0,1,0,1,8.24085717142857e-05,7.47375e-05,9.481383e-05,6.0215551,4.675607,8.945857,37.627667,34.38612,40.57099,normal,warning
2,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,19.970131025641,19.86672,20.00031,5.98510002564102,4.653743,8.943422,14.4209338461538,13.79186,15.11968,hard,warning
3,1,1,straight,straight,same_direction,0,0,0,0,1,0,1,72.830391090909,67.9625,77.70848,2.92768327090909,0.3929842,7.069128,23.312605090909,22.61211,24.02033,normal,danger
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,42.5518033333333,40.20387,44.89209,5.81852377777777,4.270615,8.916373,62.8341407407407,62.63579,62.9474,normal,warning
1,0,1,reverse,straight,same_direction,0,0,0,0,0,0,0,49.8010312,49.39998,50.00056,6.30166924,3.371546,9.512936,5.21409464,5.017488,5.451482,normal,warning
4,1,0,stop,turn left,opposite_direction,0,0,1,1,0,0,1,29.91562640625,29.60014,30.00278,5.585315703125,3.116474,9.127371,0.376402292171875,0.001569271,1.177319,hard,warning
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,49.8780765517241,49.40006,50.0002,6.05498813793103,4.753974,8.845495,41.2281127586206,40.3996,42.05491,easy,warning
1,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,23.9516664444444,23.84,24.00008,5.9026188074074,4.481978,9.280953,10.2320713481481,8.124014,12.27142,normal,warning
2,0,1,straight,straight,opposite_direction,0,0,1,0,0,0,1,62.7146757142857,59.6557,65.77353,6.1563842,4.823839,9.121457,12.9032534285714,12.62221,13.2304,hard,warning
1,1,1,turn left,stop,opposite_direction,0,0,1,0,0,1,1,3.11857595638392,0.000160343,7.055489,5.40155275,3.489885,8.830115,25.7832577678571,25.35204,26.1531,hard,warning
2,1,0,turn left,stop,opposite_direction,0,1,1,0,1,1,1,0.0030503933928571,0.003031718,0.003071395,6.39535816964285,4.96958,9.527129,26.1893069642857,25.21602,28.32052,normal,warning
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,3.0149858490566e-05,2.880285e-05,3.292519e-05,5.75132609433962,2.470932,9.543618,13.2702671698113,11.8676,14.64967,hard,warning
2,0,1,reverse,straight,same_direction,0,0,1,0,0,0,1,19.9727825984251,19.86656,20.00854,3.91820054015748,0.5551708,9.242399,6.90929796062992,6.55262,7.245728,easy,danger
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,22.9494195348837,22.84672,23.00142,6.68977598837209,3.850693,9.573258,9.92331319767442,9.665643,10.47664,normal,warning
1,1,1,straight,straight,from_right,1,1,1,0,0,1,1,2.53769792077464,0.0001339493,9.564127,2.80143727542253,0.08791101,7.148476,9.66267782394366,7.033177,11.72716,normal,danger
1,0,1,stop,stop,same_direction,0,0,0,0,0,0,0,26.9402574380165,26.82,27.01285,5.59274943801652,3.887128,9.381932,2.24853240743801,0.105446,5.346034,normal,warning
1,0,0,straight,straight,opposite_direction,0,0,1,0,0,0,1,33.94939,33.77335,34.00024,4.80866756962025,2.313818,9.507145,7.89083532911392,7.598872,8.16641,easy,warning
2,1,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,19.953135,19.86669,20.00007,4.653521,2.027824,9.275941,46.4388654,46.05261,46.70188,normal,warning
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,24.952939125683,24.83342,25.00201,4.09489490983606,0.8927424,9.520045,6.13428816393442,5.214307,6.760604,hard,danger
2,0,1,straight,straight,opposite_direction,0,0,1,0,0,0,1,49.902304,49.40004,50.00033,4.486816975,1.661471,9.304016,34.54810225,34.50572,34.61426,hard,danger
2,1,0,turn left,turn left,from_right,1,0,0,0,0,0,1,29.8561306481481,29.40001,30.00004,4.8685955,2.485322,9.522655,1.86316782916666,0.01872959,3.469627,hard,warning
1,1,1,straight,straight,from_left,0,0,0,0,0,1,1,1.95998390196278,6.745648e-06,7.772083,6.37238384437086,4.102992,9.342553,4.52923802218543,0.1963801,7.72769,hard,warning
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,52.9893204347826,49.40005,56.88663,5.1621272173913,2.853956,9.524355,17.3732210869565,16.80614,17.86082,hard,warning
2,1,0,turn_right,turn left,opposite_direction,0,0,1,1,0,0,1,29.8765259302325,29.4,30.00004,4.67421359302325,2.026145,9.45304,9.38559540697674,8.199638,9.970143,hard,warning
1,0,0,straight,stop,opposite_direction,0,0,1,0,0,0,1,2.75615695629032e-05,6.959796e-07,7.318493e-05,4.70329572580645,2.02803,9.525334,26.9400523387096,23.99215,29.84399,hard,warning
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,19.8941445454545,19.63399,20.00023,5.22648492207792,3.121064,9.412124,21.2151694805194,19.9447,22.56246,easy,danger
1,0,0,straight,straight,opposite_direction,0,0,1,0,0,0,1,49.8138615384615,49.4,50.00002,5.71880158974359,3.957701,9.45469,26.1992671794871,25.90544,26.56931,hard,warning
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,35.6609075892857,18.80001,50.00068,2.45539270611607,0.01157141,7.534928,36.4516198660714,25.72518,50.79708,hard,danger
2,1,1,turn left,straight,from_left,0,0,0,0,0,1,1,49.8930146511627,49.64667,50.01756,5.00960786046511,2.979836,9.119657,15.5439613953488,14.78112,16.13215,hard,warning
2,1,1,turn left,straight,same_direction,0,0,1,0,1,1,1,49.2137001123595,43.93631,50.01295,3.95860221348314,0.4601355,9.533733,11.5038703370786,10.09818,12.78872,hard,danger
1,1,1,stop,stop,from_left,1,0,1,0,0,0,1,8.84623761139645,0.0001555782,50.01443,4.03718762025316,2.090776,9.343166,1.47508211022075,0.0004985525,6.518514,hard,warning
1,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,43.9787934426229,38.99644,48.96665,6.10143473770491,4.642561,9.225198,0.633660430163934,0.01409995,1.805008,normal,warning
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,49.88783,49.4,50.00039,3.71937419480519,2.095929,7.111988,19.0172514285714,18.44211,19.72896,normal,warning
1,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,19.550593114754,18.42801,20.0,3.08879818032786,1.274622,6.961095,47.5114047540983,42.52333,54.65388,hard,danger
2,0,1,straight,straight,opposite_direction,1,0,1,0,0,0,1,32.9308148484848,32.77998,33.00067,6.2567974090909,4.990739,9.114738,6.52497795454545,5.50893,8.132719,hard,warning
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,49.8294460714285,49.40002,50.00123,4.201035,1.093189,9.440688,19.7024801785714,18.83612,20.39791,easy,danger
1,0,1,straight,stop,same_direction,0,0,0,0,0,0,0,6.24222231440378,7.479104e-05,24.66758,4.96547959797297,1.965268,7.011226,2.44326749455554,7.219754e-05,5.141959,hard,danger
4,1,0,turn left,turn left,same_direction,0,0,0,0,0,0,0,19.4459234470989,14.27958,30.00001,3.09789325938566,2.220019,7.243519,17.7674922525597,14.42417,21.14693,hard,warning
2,0,1,straight,straight,opposite_direction,1,0,1,0,0,0,1,42.4091583333333,40.32387,43.0005,4.5990406025641,1.910882,9.402722,0.112196279871794,0.03635542,0.5024184,hard,danger
1,1,0,turn_right,stop,opposite_direction,0,0,1,0,1,1,1,0.0001321516734193,9.877556e-05,0.0001726029,4.09689055677419,0.3930149,8.894222,10.7155611354838,5.506879,15.13384,hard,danger
2,1,1,straight,turn_right,from_left,0,0,1,0,0,1,1,10.3025284525547,9.651182,14.09563,5.97926816788321,4.316388,9.52469,10.0998539051094,7.760827,11.94047,hard,warning
1,0,1,reverse,straight,from_right,1,0,0,0,0,0,1,26.0205380645161,24.75157,27.61159,5.78243541935483,4.785314,7.248747,5.62104596774193,5.233871,5.771193,hard,warning
1,1,1,turn left,turn left,from_right,0,1,0,0,1,1,1,31.8542045333333,28.30326,35.40601,5.19077936,3.355668,8.772731,11.6688346666666,11.45943,11.87165,hard,warning
1,1,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,36.7354856521739,34.75543,38.71568,5.57120326086956,4.412188,7.176553,5.43233430434782,5.056943,6.126771,normal,warning
1,0,1,straight,straight,opposite_direction,0,1,1,0,0,1,1,13.6132311166666,9.802905,15.80775,3.46650088333333,1.443989,7.132837,17.4492871666666,16.65377,18.24317,normal,danger
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,49.781790409836,49.39995,50.00391,4.15048478688524,1.04321,9.542103,21.5353948360655,16.72883,26.60948,normal,danger
1,0,1,straight,stop,same_direction,0,0,0,0,0,0,0,6.6210124325697,0.0001301482,24.11963,4.1659148546798,1.221294,9.53782,11.2705436108374,6.553121,15.95828,normal,danger
2,0,1,straight,turn_right,opposite_direction,0,0,1,0,0,0,1,0.0054556628772455,0.005414227,0.005490043,4.1684792766467,0.8531411,8.63609,10.8419060718562,4.586374,14.66171,normal,danger
4,1,0,turn left,turn left,same_direction,0,0,0,0,0,0,0,25.086917287234,14.25255,30.01301,3.74837551595744,2.591696,7.137061,19.5864594946808,14.37103,21.74838,hard,warning
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,49.876250625,49.4,50.0,4.3291869375,1.377702,9.451936,14.6371645833333,14.42781,14.99962,hard,danger
1,1,0,turn_right,stop,from_right,0,0,0,0,1,1,1,0.0001140872138,0.0001024161,0.0001473871,1.981912116,1.148986,3.056129,2.42856008594,0.02169943,5.454747,hard,danger
1,0,1,straight,stop,same_direction,0,0,0,0,0,0,0,7.65690263157894e-05,7.034748e-05,9.069149e-05,4.6923897368421,2.521653,7.071965,25.9909302631578,25.96621,26.00399,hard,warning
1,0,1,straight,stop,opposite_direction,0,0,0,0,0,0,0,0.0001410492392156,0.0001322361,0.0001484043,6.2675681372549,4.939489,9.325989,26.2913805882352,25.98684,26.40713,hard,warning
1,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,49.89225,49.40046,50.00119,4.28339979729729,1.560313,9.394526,6.75452732432432,6.668653,6.822862,easy,danger
4,1,0,turn left,turn left,same_direction,0,0,0,0,0,0,0,29.8377497142857,29.40666,30.0455,4.71792356904761,2.427798,9.506912,25.030592547619,19.77831,30.63353,hard,warning
1,0,1,straight,straight,opposite_direction,0,0,0,0,1,0,1,9.81559391954023,9.399412,10.03665,5.2538926321839,4.091342,7.211582,16.498438045977,15.86342,17.37392,normal,warning
2,1,1,turn_right,straight,from_left,0,0,0,0,0,1,1,49.3812409859155,46.62008,50.00002,4.25029152112676,1.328283,9.321347,10.1474454929577,9.386176,10.82946,hard,danger
1,0,0,straight,straight,same_direction,0,0,0,0,0,0,0,9.7257856783728,0.0001111426,20.06521,6.754533322,4.379354,9.089174,8.256814908,5.037946,14.47291,normal,warning
3,1,0,turn_right,turn_right,same_direction,1,0,0,1,1,1,1,15.7335123728813,14.40814,17.45668,5.62931594915254,4.012788,7.203422,11.0615828813559,11.00727,11.20111,normal,warning
3,0,1,straight,stop,opposite_direction,0,0,0,0,1,0,1,7.96765089830508e-05,7.784264e-05,8.624794e-05,5.77510166101694,4.398358,9.104256,41.1203083050847,39.3193,42.10352,normal,warning
2,1,1,turn left,straight,from_left,0,0,0,0,0,1,1,13.1417922222222,10.8018,15.48179,5.64313703703703,4.211886,7.257704,14.6780811111111,14.41234,14.94072,hard,warning
1,0,1,straight,stop,opposite_direction,0,0,1,0,0,0,1,0.0001184429502824,0.0001111961,0.0001235096,3.41367468926553,1.1803,7.090276,15.6369166666666,13.49552,16.79852,normal,danger
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,49.7836497560975,49.40051,50.00143,5.60671756097561,4.062404,9.183377,5.56905756097561,5.555397,5.587487,easy,warning
2,0,1,straight,stop,same_direction,0,0,0,0,0,0,0,8.44479505614973e-05,6.058179e-05,0.0001031648,4.27710655347593,1.492097,9.571839,8.999392328877,6.485456,11.33531,normal,danger
1,0,1,straight,straight,opposite_direction,0,0,1,0,0,0,1,19.9783730526315,19.86674,20.00035,4.58057196842105,1.937771,9.402756,14.781048,14.53022,15.0207,hard,danger
1,0,0,turn left,stop,same_direction,0,0,0,1,0,1,1,0.0049855784915254,0.004917461,0.005026132,5.36539168361582,4.466509,6.900913,11.66835,10.08149,13.6621,normal,warning
2,1,1,turn left,straight,from_left,0,0,0,0,0,1,1,0.0004071544059139,0.0001384999,0.00289051,5.71292338709677,3.770332,9.525878,15.8705299462365,15.29926,16.13215,hard,warning
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,49.8652584259259,49.46013,50.00636,4.61329105555555,2.016258,9.459154,18.615687037037,17.62892,19.85163,hard,warning
1,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,4.94000981666666,2.560016,7.319938,4.86934135,2.320765,9.549889,32.8373285,31.33955,34.02216,hard,warning
3,1,1,straight,stop,same_direction,0,0,0,0,0,1,1,5.24007103797468,3.680069,6.800072,5.69888617721519,4.920406,7.123269,27.1320686075949,26.64873,27.60656,hard,warning
2,1,1,turn left,turn left,same_direction,0,0,1,0,1,1,1,10.651880291228,9.608047,14.08357,6.24866234385965,3.99434,9.525341,16.8895387473684,7.051036,22.15377,hard,warning
2,0,1,reverse,straight,same_direction,1,0,0,0,0,0,1,19.9739929523809,19.86653,20.00447,5.8772989047619,4.492354,9.08851,7.12629371428571,6.422307,9.422431,normal,warning
4,1,0,straight,turn left,opposite_direction,0,0,1,1,0,0,1,19.9212742156862,19.39973,21.44025,5.36901671568627,3.867507,9.087705,8.74088347058823,5.448348,20.99626,hard,warning
3,1,1,straight,straight,same_direction,0,0,0,0,0,0,0,57.4691714141414,48.64752,66.28924,6.13717227272727,4.641396,9.220133,29.2325746464646,27.99285,30.35806,normal,warning
1,0,0,straight,turn left,same_direction,0,0,0,0,0,0,0,29.8821566666666,29.50669,30.00034,4.43917261016949,2.208383,8.585958,13.6557662711864,12.82662,14.94016,normal,warning
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,57.7928013235294,51.77226,63.81206,4.07773383823529,2.340965,7.196417,18.7054480882352,18.0306,19.3299,normal,warning
1,0,1,straight,straight,opposite_direction,0,0,1,0,0,0,1,19.9147562857142,19.58636,20.00052,4.42520924285714,1.638507,9.340141,27.8457167142857,27.38641,28.31565,normal,danger
1,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,0.0001617684125,0.0001413909,0.0001783314,4.6582871826923,2.057269,9.503514,31.9149146153846,30.43565,33.1998,hard,warning
3,1,1,straight,straight,from_left,0,0,0,0,0,1,1,34.5078436842105,14.1494,78.12938,5.59206494736842,3.988323,9.509501,52.4555657894736,51.04808,52.68736,normal,warning
1,1,1,stop,straight,from_left,1,0,1,0,0,0,1,0.227535047400131,4.81832e-07,3.92205,3.21319097405189,1.894674,5.066164,2.20646192878642,0.005632194,4.476313,hard,danger
1,0,1,straight,straight,opposite_direction,0,0,1,0,0,0,1,37.5757017543859,32.53573,42.61573,4.25233332982456,0.9928768,9.533369,22.7694717543859,22.60363,22.87132,easy,danger
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,15.364004439194,0.000550627,33.02097,2.621848251497,1.152031,6.037655,13.131042257485,5.853749,26.9678,hard,danger
1,1,1,stop,turn_right,from_left,0,0,1,0,1,0,1,26.0300219847328,23.70115,32.73492,3.37395506946564,0.5689363,7.222582,0.712803329375572,0.0002653397,2.858733,hard,danger
4,1,0,straight,turn left,from_left,1,0,0,0,0,0,1,12.3624436402877,9.649598,20.00001,3.55990226978417,1.094883,9.486994,2.83127658435611,0.001449298,8.721933,hard,danger
1,1,1,straight,straight,from_left,0,1,0,0,1,1,1,46.8922839473684,46.68668,47.00098,4.68815555263157,2.388205,8.474776,40.0791158421052,9.079739,43.10247,normal,warning
1,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,36.8514991764705,23.6712,49.99995,4.77285095294117,2.569918,9.419308,0.56200608317647,0.01044917,2.003569,easy,warning
2,0,1,straight,straight,opposite_direction,1,0,1,0,0,0,1,37.9322942857142,37.62403,38.00029,5.18031926530612,2.149798,9.429706,0.144469241632653,0.02732607,0.5751645,hard,warning
4,1,0,stop,turn left,opposite_direction,0,0,1,1,0,0,1,29.8430545833333,29.40666,30.00773,5.28307169791666,3.360855,8.882449,3.21051760416666,1.056482,4.991282,hard,warning
4,1,0,turn_right,turn left,opposite_direction,0,0,1,0,0,0,1,19.9973835714285,19.43993,21.14867,4.52961711904761,2.344758,9.390532,15.3518091904761,8.386044,17.97902,hard,warning
4,1,0,turn left,turn left,from_left,0,0,0,1,1,1,1,6.90556112539721,2.505527e-05,30.00008,4.02397491428571,2.877769,9.410024,7.27248969642857,0.8936964,11.49706,hard,warning
1,1,1,straight,stop,from_left,0,1,1,0,0,1,1,4.1183824368421,0.131031,8.87641,5.84588413157894,4.648219,7.266363,12.7720418421052,11.93566,13.61779,normal,warning
1,0,1,straight,straight,same_direction,1,0,0,0,0,0,1,11.8953696453674,9.502001,17.67869,5.33302481789137,3.525687,9.210286,1.45154950250159,0.009068293,4.088377,hard,warning
1,1,1,turn left,turn left,same_direction,0,0,1,0,0,1,1,0.0001620118097633,0.0001590581,0.0001678917,6.32743946745562,4.793835,9.484278,9.73389955621301,6.344738,13.51379,hard,warning
2,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,49.8722896774193,49.40003,50.00004,4.72955567741935,2.227749,9.145961,55.5227480645161,55.39914,55.67142,normal,warning
2,0,1,straight,straight,opposite_direction,1,0,1,0,0,0,1,11.6083612162162,10.34976,14.19044,4.47452239864864,1.418407,9.480056,11.2762639459459,9.175969,13.18713,hard,danger
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,49.8617292857142,49.41334,50.00003,5.99757346428571,4.661379,8.814043,47.0214939285714,46.96853,47.14282,easy,warning
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,49.8396024666666,49.4,50.00001,4.16279625333333,1.578069,9.518237,33.3869837999999,31.38306,35.16018,hard,danger
1,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,17.0250695551212,0.0001514559,40.74077,4.23806600076062,0.03627074,9.520072,13.4853528478747,4.012745,27.26467,normal,danger
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,49.8508745714285,49.40003,50.00006,4.66340974285714,2.159264,9.162233,43.0176111428571,42.13151,43.90478,normal,warning
1,0,1,straight,stop,same_direction,0,0,0,0,0,0,0,0.0001587262736686,0.0001223318,0.0001671422,3.46576747337278,1.217291,7.082599,6.82152065391716,0.001071976,33.71531,easy,warning
2,1,0,turn_right,turn left,opposite_direction,0,0,1,1,0,0,1,17.7468106382978,14.09381,30.01249,4.52257640425531,2.029889,9.078146,13.9924092482269,6.363546,15.64744,hard,warning
2,0,1,turn left,straight,opposite_direction,0,0,1,0,1,0,1,49.909795,49.40218,50.00636,4.79859925,2.406491,9.246976,7.33505083333333,6.721117,8.025671,normal,warning
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,5.432929867309,2.441282e-05,13.69595,4.57268999114391,0.9205782,9.581413,15.4588754981549,11.8676,19.01652,hard,danger
4,1,0,stop,turn left,from_right,1,0,0,0,1,0,1,29.8517325842696,29.39994,30.00023,3.26801230898876,0.933466,6.89954,5.85216105617977,5.268023,6.852471,hard,danger
1,0,1,straight,straight,same_direction,0,0,1,0,0,0,1,49.9084751851851,49.40667,50.00027,5.80913188888888,4.337008,9.126927,29.5107331851851,28.95277,29.72171,easy,warning
1,0,1,turn left,stop,from_right,0,0,0,0,1,0,1,0.0001562091058295,0.0001493144,0.0001822396,5.6790425470852,4.846444,7.273095,3.89279226278026,0.2256626,5.97938,hard,warning
