real_risk,lanes,is_intersection,is_two_way_street,bike_maneuver,vehicle_maneuver,maneuver_direction,sidewalk_climbs,running_red_light,drive_opposite_direction,bad_roundabout,driving_between_lanes,crossings_without_priority,vehicle_speed_max,bike_speed_max,level
2,1,0,1,2,2,2,0,0,0,0,0,0,50.0005,6.22458,0
1,1,0,1,2,1,3,0,0,0,0,0,0,3.02483e-05,37.6343,2
2,3,0,1,2,2,3,0,0,0,0,0,0,37.2988,15.1493,1
2,1,0,0,2,2,2,0,0,1,0,0,0,50.0001,38.0885,0
1,1,1,1,1,4,3,0,0,0,0,0,0,24.8401,0.535565,1
1,1,0,1,2,1,3,0,0,0,0,0,0,4.72195e-05,20.9976,1
2,2,0,1,2,2,3,0,0,0,0,0,0,50,19.4814,2
2,1,0,1,2,2,3,0,0,0,0,0,0,50.0003,12.5713,2
1,2,0,1,2,2,3,0,0,0,0,0,0,40,31.987,1
2,2,0,1,2,2,2,0,0,1,0,0,0,50.001,29.2247,1
2,2,0,1,2,2,2,0,0,1,0,0,0,50.012,30.0629,1
2,4,1,0,4,3,2,0,0,1,0,0,0,24.4123,21.6855,1
2,1,0,1,2,1,3,0,0,0,0,0,0,32.0001,5.86768,1
2,2,0,1,2,2,2,0,0,0,0,1,0,49.9589,45.8017,0
2,2,1,1,3,1,2,0,0,0,0,0,1,0.00342973,26.7869,2
2,1,1,1,3,3,3,0,0,1,0,0,1,0.000162859,13.4911,1
2,2,1,1,1,4,3,0,0,0,0,1,1,20,3.77187,2
1,2,0,1,2,2,2,0,0,1,0,0,0,20.0004,12.4137,2
2,1,1,1,4,3,1,0,1,0,0,1,1,30.0252,33.3775,0
1,2,0,1,2,2,3,0,0,0,0,0,0,31.9113,8.60982,1
0,1,1,1,2,1,3,0,0,0,0,0,0,18.8401,22.9642,1
1,1,0,1,2,4,3,0,0,0,0,0,0,23.5165,7.6141,2
1,1,1,1,1,4,0,0,0,0,0,0,0,20.8302,5.3991,1
2,2,0,1,2,2,3,0,0,0,0,0,0,25.004,8.13268,1
2,1,1,1,2,4,0,0,0,1,0,0,0,10.0349,2.58587,1
2,1,0,0,3,3,2,1,0,1,0,1,1,10.039,20.5707,1
1,1,0,1,2,2,3,0,0,0,0,0,0,32.0001,13.381,1
2,1,0,1,2,2,3,0,0,1,0,1,0,20.217,16.3723,2
2,2,1,1,1,4,0,0,0,0,0,0,0,10.4552,5.52206,1
1,2,0,1,2,2,3,0,0,0,0,0,0,45.0182,15.5807,2
1,2,0,1,2,2,3,0,0,0,0,0,0,50.0003,8.0876,1
2,1,0,1,2,2,2,0,0,0,0,0,0,22.2462,14.5805,1
1,1,1,1,4,1,2,0,0,0,0,0,0,7.24015,22.3382,1
1,2,0,1,2,1,3,0,0,0,0,0,0,0.000110554,16.6822,2
2,2,0,1,2,4,3,0,0,0,0,0,0,24.3057,9.06379,1
1,2,0,1,2,1,3,0,0,0,0,0,0,8.34105e-05,19.5795,2
2,3,1,1,4,2,0,0,0,0,0,1,0,20.0148,10.7788,0
2,4,1,0,3,3,3,0,0,1,0,1,0,50,4.17202,1
2,2,1,1,3,2,0,0,0,0,0,0,1,0.00271277,16.1321,1
1,1,0,1,0,2,3,0,0,0,0,1,0,50.0001,6.81729,2
0,1,1,1,2,1,0,1,0,1,0,0,1,0.883239,7.01193,1
2,1,0,1,2,2,2,0,0,0,0,0,0,7.31112,22.6398,2
2,2,0,1,2,2,3,0,0,0,0,0,0,21.9997,32.9112,1
2,1,0,1,2,2,2,0,0,0,0,0,0,50.0014,5.34218,0
2,1,0,1,2,2,3,0,0,0,0,0,0,11.0399,8.98776,1
2,2,1,1,2,2,2,0,0,0,0,0,0,50.0128,10.2032,2
2,4,1,0,4,3,2,0,0,1,0,0,0,27.7442,21.6769,1
1,1,0,1,2,2,3,0,0,0,0,0,0,20.0001,43.054,2
1,1,0,1,2,2,2,1,0,0,0,0,0,20,9.99059,0
2,2,0,1,1,2,3,0,0,0,0,1,0,43.0054,4.20461,2
2,1,0,1,2,4,2,0,0,0,0,0,0,31.4397,42.2996,0
2,1,0,1,2,2,3,0,0,0,0,0,0,20,54.6394,1
1,2,0,1,2,2,2,0,0,1,0,0,0,50.0014,13.5148,0
1,1,0,1,2,2,3,0,0,0,0,0,0,20.8116,33.6201,2
2,1,0,1,2,2,2,0,0,1,0,0,0,50,35.3024,2
2,1,0,0,2,3,3,0,0,0,0,0,0,30.0032,9.13853,2
2,1,1,1,2,1,1,1,1,0,0,0,1,20.0046,15.3065,0
1,2,0,1,2,2,3,0,0,0,0,0,0,13.6959,19.0165,1
2,1,0,1,2,1,3,0,0,0,0,0,0,9.47068e-05,9.28629,2
2,1,1,1,4,1,1,1,1,0,0,0,0,7.52104,20.7139,2
1,2,0,1,2,4,2,0,0,1,0,0,0,0.00549004,14.6617,2
2,3,1,1,4,2,3,0,0,0,0,1,1,80.0008,15.9364,1
1,4,1,0,3,3,0,0,0,0,1,1,1,30.0062,7.36142,1
2,1,0,1,0,2,3,0,0,1,0,1,0,50,4.52775,0
1,2,0,1,3,2,3,0,0,0,0,1,0,66.0052,11.9401,2
1,2,0,1,2,2,2,0,0,0,0,1,1,50.0127,15.0603,2
1,1,0,1,2,2,3,0,0,0,0,0,0,28.8002,52.469,1
2,1,1,1,1,2,3,0,0,0,0,0,0,0.000179081,3.92488,2
2,1,0,0,2,3,3,0,0,0,0,0,0,30.0029,16.3466,2
2,1,0,1,2,2,2,0,0,0,0,0,0,60,21.9697,1
2,1,0,1,2,2,2,0,0,0,0,1,0,10.0132,15.9189,2
2,1,0,1,2,2,3,0,0,0,0,0,0,20.0164,25.3425,0
2,1,1,0,4,1,3,0,0,0,0,0,1,30.0048,34.4238,2
1,1,0,1,2,2,3,0,0,0,0,0,0,40.7406,8.25576,2
2,2,0,1,2,2,3,0,0,0,0,0,0,20.0001,40.0799,1
2,1,0,1,2,2,2,0,0,0,0,0,0,50.0001,23.3378,1
2,1,0,1,2,2,2,0,0,0,0,0,0,60,26.6448,1
2,2,0,1,2,2,3,0,0,0,0,0,0,50,18.1981,2
2,1,1,1,0,1,1,0,1,1,0,0,1,10.1682,5.60154,2
1,1,0,1,2,2,2,0,0,1,0,0,0,50,32.7793,1
2,3,1,1,4,4,0,0,0,0,0,0,0,58.5398,5.60651,1
2,2,0,1,2,2,3,0,0,0,0,0,0,23.1821,15.0046,1
2,3,0,1,2,1,3,0,0,0,0,0,0,80.0001,25.3682,1
2,1,1,1,1,1,2,1,0,1,0,0,0,0.721448,8.62329,1
2,1,0,1,2,2,3,1,0,0,0,0,0,17.6787,4.08838,1
2,2,0,1,2,2,3,1,0,0,0,0,0,50.0066,6.34938,0
1,1,0,1,2,2,3,0,0,0,0,0,0,50,25.0416,2
2,4,1,0,3,3,0,0,0,1,1,1,1,20,13.1192,1
2,1,0,1,2,1,2,0,0,0,0,1,1,1.1671e-05,24.0198,2
1,2,1,1,4,2,3,0,0,0,1,1,1,20.0087,49.0609,0
2,1,0,1,2,2,2,0,0,1,0,0,0,29.4743,14.3236,1
2,1,0,1,2,2,2,0,0,0,0,0,0,48.7782,14.0445,1
2,1,0,1,2,2,3,0,0,0,0,0,0,50.0008,36.807,1
2,2,0,1,2,2,3,0,0,0,0,0,0,24.0047,33.8303,1
1,1,0,1,2,2,3,0,0,0,0,0,0,40.0002,14.7432,1
1,1,1,1,2,4,0,0,0,1,0,0,1,19.0711,8.06588,1
1,2,0,1,3,2,2,0,0,1,0,0,0,50,32.6783,0
2,4,1,0,4,3,2,0,0,1,0,0,0,21.1487,17.979,1
2,1,1,1,4,2,1,0,1,0,0,0,1,24.1932,38.8923,2
1,2,0,1,2,1,3,0,0,0,0,0,0,0.000163662,9.17734,2
2,1,0,1,3,1,1,0,0,0,0,1,0,50.0008,5.97938,1
2,2,0,1,2,2,2,1,0,1,0,0,0,61.5991,0.118342,1
2,1,0,1,2,2,2,0,0,0,0,0,0,50.0007,77.0382,0
2,1,0,1,3,1,0,1,0,1,0,1,0,16.4996,14.1574,1
2,1,1,1,2,4,0,0,0,1,0,0,0,50.0127,2.12682,1
2,2,0,1,2,1,3,0,0,0,0,0,0,0.000140963,6.19911,2
1,1,0,1,4,2,2,0,0,1,0,1,0,50.0142,26.1794,0
0,1,1,1,2,1,0,1,0,1,0,0,1,0.234116,11.8167,1
2,2,1,1,1,3,0,0,0,0,0,0,0,5.67491e-05,11.0212,2
2,1,0,1,2,2,2,0,0,0,0,0,0,50,28.6005,1
2,3,0,1,2,2,3,0,0,0,0,1,1,80.0006,18.618,1
2,4,1,0,3,3,3,0,0,0,0,0,0,30.0001,22.5053,1
1,1,0,1,2,2,3,1,0,0,0,0,0,22.0001,60.8273,1
2,3,1,0,4,4,3,1,0,0,1,1,1,17.4567,11.2011,2
1,2,1,0,4,3,2,0,0,1,1,0,0,30,13.0308,1
1,1,1,1,2,4,0,0,0,1,0,0,1,17.4717,6.02185,1
2,2,0,1,0,2,3,1,0,0,0,0,0,50.0003,8.20926,1
1,2,0,1,2,2,3,0,0,0,0,0,0,39.9075,13.4297,1
1,1,0,1,2,1,3,0,0,0,0,0,1,14.4421,51.5592,0
2,2,0,1,2,2,3,0,0,0,0,1,0,20.0005,19.3551,1
2,2,0,1,2,2,3,0,0,0,0,0,0,24.9991,8.28384,1
1,1,0,1,2,2,2,0,0,1,0,0,0,38.507,8.52364,1
2,1,1,1,0,1,0,0,1,1,0,0,1,7.94414,7.12232,2
1,1,0,1,2,2,2,0,0,0,0,0,0,6.79105,19.2063,1
2,1,0,1,3,1,3,0,0,0,0,1,1,6.41372e-05,6.19135,2
2,3,1,1,1,4,3,0,0,0,0,0,0,14.7883,0.837649,0
2,3,1,0,4,4,3,1,0,0,1,1,1,30.0459,9.4667,2
0,1,0,1,3,1,1,0,0,0,0,1,0,0.288185,8.01491,1
2,4,1,0,3,3,3,0,0,0,0,0,0,30,16.0653,1
1,2,0,1,2,1,3,0,0,0,0,0,0,9.2137e-05,13.6836,2
2,4,1,0,3,3,3,0,0,0,0,0,0,30.012,21.3477,1
2,1,1,1,3,3,3,0,0,1,0,0,1,0.000167892,13.5138,1
2,1,1,1,2,1,0,0,1,1,0,0,1,5.44003,26.4893,2
2,3,1,1,2,2,3,0,0,0,0,0,0,80,32.7404,2
2,1,0,1,2,2,3,0,0,0,0,0,0,20.0002,52.1563,0
2,1,0,1,2,2,2,0,0,0,0,0,0,50.0003,14.5993,2
1,2,0,1,2,1,3,0,0,0,0,0,0,1.07331e-06,11.3353,2
2,1,0,0,2,2,2,0,0,1,0,0,0,50.0002,28.6358,0
1,1,0,1,2,1,2,0,1,0,0,0,1,9.13875e-05,15.7962,0
0,1,0,1,2,1,1,1,0,0,0,1,0,0.15104,9.82671,1
2,4,1,0,4,3,2,0,0,1,0,0,0,30.0001,19.9096,1
2,2,0,1,2,2,3,0,0,0,0,0,0,31.9054,33.2437,1
1,2,0,1,2,2,2,0,0,1,0,0,0,37.5853,14.0021,0
2,2,0,1,0,2,3,0,0,1,0,0,0,30.1424,7.38784,0
1,1,0,1,2,2,3,0,0,0,0,0,0,20.0005,47.9672,0
2,1,1,1,1,1,2,1,0,1,0,0,0,25.7291,0.0227084,1
1,1,0,1,2,1,3,0,0,0,0,0,0,6.50473e-05,26.004,1
1,4,1,0,4,3,0,0,0,1,0,0,0,20,10.1722,1
2,1,0,1,2,2,2,0,0,0,0,0,0,14.0036,10.5196,2
1,2,0,1,2,2,3,0,0,0,0,0,0,50.0127,26.851,1
2,2,0,1,1,2,3,0,0,0,0,1,0,50.0026,0.0846198,2
1,1,0,1,2,2,3,0,0,0,0,0,0,50.0002,13.2684,1
2,3,0,1,2,2,3,0,0,0,0,0,0,63.6195,6.658,1
2,1,0,1,2,2,2,0,0,0,0,0,0,49.9995,17.4825,2
1,2,1,1,3,2,3,0,0,0,0,0,1,50.002,16.0071,1
2,3,0,1,2,2,2,0,0,0,0,0,0,31.0046,10.1496,2
2,1,0,1,2,2,2,0,0,0,0,0,0,20.0001,8.30324,0
2,4,1,0,4,3,2,0,0,1,0,0,0,30.0005,23.43,1
2,1,0,1,2,2,3,0,0,0,0,0,0,32.0003,12.7279,1
1,2,1,1,2,2,2,1,0,1,0,0,0,35.4718,11.887,2
2,2,1,0,3,2,2,0,0,1,0,0,0,30,24.8013,0
2,2,1,1,4,2,2,0,0,1,0,1,1,50,19.0418,2
1,1,0,1,2,1,3,0,0,0,0,0,0,0.000148297,33.6201,2
2,4,1,0,4,3,2,0,0,1,0,0,0,30.0001,19.1255,1
2,3,1,1,2,2,3,0,0,0,0,1,0,3.96021,23.2574,2
0,1,1,1,2,3,1,0,1,0,0,0,1,50.3058,43.1025,2
1,1,0,1,2,2,2,0,0,0,0,0,0,26.0002,4.74955,2
1,2,1,1,2,4,3,0,0,0,0,0,0,50.0144,11.0768,1
2,2,1,0,3,1,2,0,0,1,1,0,0,0.00489954,24.6501,0
2,4,1,0,3,3,2,0,0,1,1,0,1,30.0004,1.59706,1
2,1,1,1,4,1,2,1,0,1,0,0,1,2.89635e-05,15.6094,2
2,2,1,0,3,3,2,1,0,1,1,0,1,30,16.1083,1
2,2,0,1,2,2,3,0,0,0,0,1,0,20,29.099,2
2,4,1,0,4,3,2,0,0,1,0,0,0,29.9998,19.7383,1
2,1,0,1,2,2,1,1,0,1,0,1,0,7.91925,2.83638,1
1,1,0,1,2,4,3,0,0,0,0,0,0,12.8008,14.758,1
2,1,0,1,3,2,3,1,0,1,0,1,0,49.0004,3.65827,1
1,1,0,1,2,4,3,0,0,0,0,0,0,20,35.3758,1
2,1,0,1,2,2,2,0,0,0,0,0,0,7.54814,14.0737,2
2,1,1,1,1,2,0,1,0,1,0,0,0,6.72016,0.85022,1
2,1,0,1,3,2,3,1,0,0,0,0,0,50,26.5357,0
0,3,1,1,4,4,3,0,0,0,0,0,1,15.4483,64.305,1
2,1,0,1,0,1,3,0,0,1,0,1,0,25.1231,5.37404,0
2,4,1,0,1,3,2,0,0,1,1,0,0,30.0077,4.99128,1
1,2,1,0,4,3,2,1,0,1,1,0,0,20,8.33746,1
2,1,0,1,4,2,2,1,0,0,0,0,0,31.0001,23.7148,0
1,1,0,1,2,2,2,0,0,0,0,0,1,50,38.1925,0
2,2,1,1,2,2,3,0,0,1,0,0,0,50.0001,19.8504,2
2,2,0,1,3,2,2,0,0,1,0,1,0,22.1477,23.1129,1
2,1,0,1,2,2,2,1,0,1,0,0,0,50,10.0997,1
2,1,0,1,2,2,2,1,0,1,0,0,0,24.8516,14.5037,2
2,1,0,1,2,2,2,0,0,0,0,0,0,50.0015,5.47409,0
2,3,0,1,2,2,3,0,0,0,0,1,1,56.0124,23.3809,1
1,1,1,1,2,2,3,0,0,0,0,0,0,39.1363,20.3026,1
2,1,1,1,2,1,1,0,1,1,0,0,1,2.62989,13.6178,2
2,2,1,1,3,2,0,0,0,0,0,0,1,24.0005,14.3922,1
2,2,0,1,2,2,3,0,0,0,0,0,0,50.0014,29.1117,1
1,1,1,1,3,1,2,0,0,1,0,1,1,15.5816,16.2241,2
2,1,0,0,2,2,2,0,0,1,0,0,0,50,26.5693,1
2,2,1,1,2,2,2,0,0,1,0,0,1,50.001,16.4949,2
1,1,0,1,2,2,2,0,0,1,0,0,0,41.003,9.56146,1
2,1,1,1,1,2,0,1,0,1,0,0,0,15.3151,1.44022,1
1,2,0,1,2,2,3,0,0,0,0,0,0,8.60338e-05,15.0046,1
1,1,1,1,3,3,3,0,0,1,0,0,1,20,11.6224,1
1,3,0,1,2,2,2,0,0,1,0,0,0,50.1068,58.8913,0
2,1,0,1,2,2,2,1,0,1,0,0,0,39,13.4636,2
2,4,1,0,4,3,2,0,0,1,0,0,0,24.3203,19.2794,1
2,1,0,1,2,2,2,0,0,1,0,0,0,2.21107e-05,23.6086,1
2,2,1,1,3,2,0,0,0,0,0,0,1,4.10816,16.1321,1
2,2,1,1,2,2,0,0,0,0,0,0,0,50.0002,6.77889,2
2,1,0,1,2,2,2,0,0,0,0,0,0,30.0001,39.3846,1
2,2,0,1,2,2,2,0,0,0,0,1,0,33.8532,29.9252,2
2,2,0,1,2,2,3,0,0,0,0,0,0,49.9995,46.1674,1
1,2,1,1,1,2,3,0,0,0,0,1,0,50.0001,0.257833,2
2,1,0,1,2,2,2,0,0,0,0,0,0,50.0004,28.7327,1
2,2,0,1,0,2,3,1,0,0,0,0,0,25.001,7.23646,1
2,1,0,1,3,1,3,0,0,0,0,1,1,50.0001,3.72277,2
2,2,1,0,3,3,2,1,0,1,1,0,0,30,17.6072,1
2,1,0,0,2,2,2,0,0,1,0,0,0,50,34.9543,1
2,2,0,1,2,2,3,0,0,0,0,0,0,37.0001,22.2589,1
2,1,0,1,2,2,2,0,0,0,0,0,0,50.0001,33.3996,0
2,2,0,1,2,2,2,0,0,1,0,0,0,46.4281,37.4629,1
2,1,1,1,2,1,1,0,1,1,0,0,1,3.74991,14.3499,2
2,1,0,1,2,2,3,0,0,0,0,0,0,50.0004,11.729,2
1,2,0,1,2,2,2,0,0,1,0,0,0,50.0001,27.5155,1
1,2,0,1,2,2,3,0,0,0,0,0,0,50,31.8342,1
2,1,0,1,2,1,0,1,0,1,0,1,0,0.000148886,11.9966,1
2,2,0,1,2,2,3,0,0,0,0,0,0,52.869,7.95056,1
2,2,1,0,4,3,2,0,0,1,1,0,0,30,13.0391,1
2,1,0,1,3,1,2,0,0,1,0,1,1,7.70931e-05,42.1035,2
2,2,0,1,2,2,3,0,0,0,0,0,0,25.0008,8.91347,1
2,2,0,1,2,2,3,0,0,0,0,0,0,50.0019,29.5578,1
1,1,0,1,2,2,2,0,0,1,0,0,0,42.6157,22.8713,0
2,2,0,1,2,2,3,0,0,0,0,0,0,50,30.9712,1
2,3,1,1,4,2,3,0,0,0,0,1,1,75.4791,17.4787,1
2,1,0,1,2,2,2,0,0,0,0,1,0,51.0001,42.9778,1
1,1,1,1,4,2,1,0,1,0,0,0,1,14.2112,20.3364,2
2,2,0,1,2,2,3,0,0,0,0,0,0,9.24582e-05,11.4301,1
1,1,0,0,2,2,2,0,0,1,0,0,0,20.0001,25.9465,0
2,1,1,1,3,1,0,0,0,0,0,1,1,20.0003,7.71807,1
2,1,1,1,3,2,0,0,0,0,0,1,0,49,2.18864,1
2,4,1,0,4,3,2,0,0,1,0,0,0,20.0047,11.5375,1
2,1,0,1,2,2,2,0,0,0,0,0,0,25.0001,11.7045,1
2,1,1,1,3,1,2,0,1,1,0,1,1,0.000144657,14.2733,0
2,1,0,1,2,2,2,0,0,0,0,0,0,36.0033,10.2022,0
2,1,1,1,1,1,3,0,0,0,0,0,0,50,0.000668707,1
1,2,0,1,0,2,3,0,0,1,0,0,0,20.0085,7.24573,0
2,1,0,1,2,2,2,0,0,0,0,0,0,50.0002,12.6451,2
2,2,1,0,0,1,3,0,0,0,0,0,0,0.000143265,4.53967,1
2,2,0,1,2,2,3,0,0,0,0,0,0,50.0007,20.2637,1
2,2,0,1,2,1,3,0,0,0,0,0,0,0.000106617,10.864,0
1,1,0,1,2,2,3,0,0,0,0,0,0,27.0015,62.1899,2
2,2,1,1,2,2,3,0,0,0,0,0,0,13.3771,11.699,1
2,3,0,1,2,2,2,0,0,0,0,0,0,26.0017,9.98763,2
2,2,1,1,3,2,3,0,0,0,0,0,0,49.2977,22.1236,1
2,2,0,1,0,2,2,0,0,0,0,0,0,23.0047,15.4975,2
2,3,1,1,3,2,2,0,0,0,0,0,1,9.15409,12.9828,0
2,1,0,1,2,2,2,0,0,0,0,0,0,37.0001,11.1928,2
2,4,1,0,3,3,3,0,0,0,0,0,0,30.0089,22.1153,1
2,2,0,1,2,2,2,0,0,0,0,0,0,50.0012,12.7721,2
2,1,1,1,1,1,3,0,0,0,0,0,0,0.000173406,0.0234904,1
2,1,1,0,4,1,1,0,0,0,0,1,1,0.0001718,5.45475,1
1,2,0,1,2,2,3,0,0,0,0,0,0,50,17.3053,2
2,2,0,1,4,3,2,0,0,0,0,0,0,33.624,23.4332,1
1,1,0,1,2,2,2,0,0,1,0,0,0,20.0001,26.2821,0
2,1,0,1,2,2,2,0,0,0,0,0,0,48.3731,20.9819,1
1,2,0,1,2,2,2,0,0,1,0,0,0,20.0011,11.292,0
2,2,1,0,4,3,2,0,0,1,1,0,1,19.087,16.7672,2
2,1,0,1,2,2,2,0,0,0,0,0,0,50.0001,22.6134,1
1,1,1,1,1,4,0,0,0,1,0,1,0,32.7349,2.85873,1
2,2,1,0,3,2,3,0,0,0,1,1,1,54.5284,34.4898,0
2,2,0,1,2,2,2,0,0,1,0,0,0,65.7735,13.2304,1
2,2,0,1,0,2,3,0,0,1,0,0,0,19.9888,6.86841,0
2,1,1,1,1,4,3,0,0,0,0,0,0,23.7533,0.535565,1
2,2,0,1,3,3,3,0,0,0,0,0,0,50,24.7639,1
2,1,0,1,2,1,2,0,0,0,0,0,0,0.000148404,26.4071,1
1,2,0,1,2,2,3,0,0,0,0,0,0,50,14.9996,1
2,2,0,1,2,1,2,0,0,0,0,0,0,0.000131594,32.678,2
2,2,0,1,2,2,3,0,0,0,0,0,0,21.6708,25.0654,1
2,1,1,1,2,1,3,0,0,0,0,0,0,0.00456568,1.73942,1
1,1,0,1,0,1,1,1,0,0,0,1,0,20.8826,7.0441,1
1,4,1,0,3,3,0,0,0,0,1,1,1,30,8.70892,1
2,3,1,0,4,4,3,1,0,0,1,1,1,17.4566,11.2011,2
2,2,0,1,4,2,2,0,0,1,0,0,0,50,42.3322,2
1,1,0,1,1,2,3,0,0,0,0,1,0,50,0.0113163,2
2,3,1,1,4,3,3,0,0,0,1,1,1,30,24.9004,2
2,1,0,1,2,2,3,0,0,1,0,0,0,20.0001,14.0663,2
2,1,0,1,2,2,2,0,0,0,0,0,0,20.0005,25.8441,0
2,2,1,1,2,2,3,0,0,0,0,0,0,50,9.8861,1
2,4,1,0,3,3,1,0,0,0,0,1,0,15.5191,7.59792,1
2,2,0,1,2,2,3,0,0,0,0,0,0,40,14.7523,1
2,1,1,1,1,1,3,0,0,0,0,0,0,0.720141,6.68773,2
2,2,1,0,4,4,3,0,0,0,0,0,1,50.0011,12.5684,2
2,1,0,1,2,2,3,0,0,0,0,0,0,20.0002,52.1563,0
1,1,0,1,2,1,3,0,0,0,0,0,0,6.98656e-05,25.3651,1
2,2,1,0,3,1,2,0,0,1,1,0,1,0.080892,17.2062,0
1,2,0,1,2,2,3,0,0,0,0,0,0,19.2256,40.0124,1
2,1,1,1,3,2,3,0,1,1,0,0,1,8.57384,10.7091,1
2,2,0,1,0,2,3,0,0,1,0,1,1,30.2489,9.48853,2
1,3,0,1,2,2,3,0,0,0,0,0,0,20.0017,25.348,1
2,1,1,1,2,1,0,1,0,1,0,0,1,8.41065e-05,7.01193,1
2,2,1,1,2,4,1,0,0,0,0,0,0,10.9921,9.8861,1
2,1,1,1,4,1,2,0,0,0,0,0,0,12.0602,23.5523,1
2,1,0,1,2,1,2,0,0,0,0,0,0,9.2718,20.7732,1
2,2,0,1,2,2,3,0,0,0,0,0,0,20.001,32.7241,1
1,2,0,1,2,2,2,0,0,1,0,0,0,50.0132,10.0579,2
2,1,1,1,2,1,1,0,1,1,0,0,1,7.04615,15.4432,2
2,1,1,1,2,1,0,0,0,1,0,0,1,2.58048e-05,28.3122,0
2,4,1,0,4,3,2,0,0,1,0,0,0,21.3924,22.9216,1
2,1,0,1,2,1,3,0,0,0,0,0,0,8.73722e-05,12.4431,2
2,1,0,1,2,2,2,0,0,0,0,0,0,0.000110768,22.8768,2
2,2,0,1,2,2,3,0,0,0,0,0,0,44.3506,9.84974,1
2,4,1,0,4,3,2,0,0,1,0,0,0,30.0113,22.6689,1
2,2,1,0,4,1,3,0,0,0,0,0,0,8.15863e-07,11.1024,2
2,2,1,1,4,2,2,0,0,1,0,1,1,20.0005,18.6765,2
2,1,1,1,2,3,1,0,1,0,0,0,1,9.85079e-06,44.1354,1
1,1,0,1,2,2,2,0,0,0,0,0,0,4.77226,19.2063,1
2,2,1,1,3,2,0,0,0,0,0,1,1,20,7.82343,2
1,3,0,1,2,2,3,0,0,0,0,0,0,78.2839,16.5635,0
1,2,0,1,2,2,2,0,0,0,0,1,0,20.0007,25.4645,2
2,1,0,1,2,2,2,0,0,1,0,0,0,50.0001,17.0563,1
1,1,0,1,0,2,3,0,0,0,0,1,0,23.756,5.60311,2
1,1,0,1,2,2,2,0,1,1,0,0,1,15.8078,19.1278,2
1,4,1,0,4,3,2,0,0,1,0,0,0,22.3557,21.3476,1
2,2,0,1,2,2,2,0,0,1,0,0,0,50.001,18.9067,0
2,2,1,1,3,1,2,0,0,0,0,0,1,8.16118e-06,26.9352,2
2,3,0,1,2,1,3,0,0,0,0,0,0,57,25.5313,1
2,2,1,0,3,1,2,0,1,1,0,1,1,0.000140909,30.1223,2
2,1,1,1,2,1,3,0,0,0,0,0,0,8.97606,3.17609,1
1,1,0,0,2,3,3,0,0,0,0,0,0,30.0003,14.0891,2
2,1,0,1,2,2,3,0,0,0,0,0,0,37.0003,24.651,1
2,3,1,1,2,2,3,0,0,0,0,1,0,66.0494,22.5861,2
2,1,0,1,2,1,3,0,1,0,0,0,1,8.96743e-05,42.3405,0
1,4,1,0,4,3,2,0,0,1,0,0,0,21.8,10.8985,1
1,1,0,1,2,2,2,0,0,1,0,0,0,42.3233,24.7047,0
1,1,0,1,2,2,3,0,0,0,0,0,0,16.1494,40.0806,1
2,1,1,1,1,4,0,0,0,0,0,0,0,3.45848e-05,6.08054,1
2,2,0,1,2,2,3,0,0,0,0,0,0,50,23.2965,1
2,2,1,0,4,4,3,0,0,0,0,0,1,49.9554,5.92604,2
2,1,0,1,2,1,2,0,0,1,0,0,0,8.19724,13.5496,2
2,1,1,1,3,1,2,0,0,1,0,0,1,3.11381,25.5773,1
0,3,1,1,2,2,1,0,0,0,0,0,1,24.3321,52.6874,2
2,1,1,1,2,1,2,0,1,1,0,0,1,1.92344,17.6288,2
2,1,0,1,2,2,2,0,0,0,0,0,0,50.0009,5.31472,0
2,1,1,1,2,1,2,0,1,1,0,0,1,6.49615,15.5837,2
1,1,0,1,2,2,3,0,0,0,0,0,0,50.0012,6.82286,0
2,1,0,1,2,2,2,0,0,0,0,0,0,12.0696,19.3183,1
2,2,0,1,1,2,3,0,0,0,0,1,0,20.0084,0.194714,2
2,4,1,0,4,4,3,0,0,0,1,0,1,29.8065,14.4869,1
1,2,0,1,2,2,3,0,0,0,0,1,0,50.0019,21.6608,1
1,2,0,1,2,2,2,0,0,1,0,0,0,50.0001,26.9793,1
2,1,0,1,2,1,3,0,0,0,0,0,0,33,21.5593,1
2,1,0,1,2,2,2,0,0,0,0,0,0,20.0001,10.0914,0
2,2,0,1,2,2,3,0,0,0,0,0,0,38.7981,8.35348,1
2,1,1,1,1,4,3,0,0,0,0,0,0,26.6261,0.535565,1
2,3,1,1,2,2,3,0,0,0,0,1,0,22,21.6886,2
2,1,1,1,3,2,2,0,0,0,0,0,1,20,37.5126,0
2,1,0,1,2,2,3,0,0,0,0,0,0,28.3001,4.31477,0
2,1,0,1,2,2,3,0,0,0,0,0,0,20.0004,18.2981,1
1,2,0,1,2,2,3,0,0,0,0,0,0,32.0051,37.9971,1
1,2,1,1,2,2,3,0,0,0,0,1,1,50.0038,42.8245,2
2,1,0,1,2,2,2,0,0,0,0,0,0,2.97665e-05,14.7016,1
2,2,0,1,2,2,2,1,0,1,0,0,0,33.0007,8.13272,1
1,1,0,1,2,2,2,0,0,0,0,0,0,20.0001,15.1957,2
2,1,0,1,2,2,2,0,0,0,0,0,0,24.0002,48.7534,1
2,2,0,1,2,2,2,0,0,1,0,1,0,50.0004,22.8294,1
1,4,1,0,4,3,2,0,0,1,0,0,0,30.001,23.43,1
