lanes,is_intersection,is_two_way_street,bike_maneuver,vehicle_maneuver,maneuver_direction,sidewalk_climbs,running_red_light,drive_opposite_direction,bad_roundabout,driving_between_lanes,crossings_without_priority,vehicle_speed_max,bike_speed_max,level,real_risk
1,no,yes,straight,straight,opposite_direction,yes,no,yes,no,no,no,20.0,20.4633,normal,warning
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,20.0,29.0382,hard,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,25.0044,35.3772,hard,warning
1,no,yes,straight,stop,same_direction,no,no,no,no,no,no,9.08521e-05,24.8599,hard,danger
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,20.0001,24.8618,hard,danger
1,no,yes,straight,stop,same_direction,no,no,no,no,no,no,28.0,22.6625,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,25.0021,7.63574,hard,warning
3,yes,yes,straight,straight,same_direction,no,no,no,no,yes,no,20.017,29.2797,normal,warning
1,no,yes,straight,turn_right,same_direction,no,no,no,no,no,no,12.65,9.80136,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,25.0003,5.58501,easy,danger
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,30.0001,20.3275,hard,warning
1,no,yes,turn left,turn left,same_direction,no,no,no,no,yes,yes,30.0,9.27712,normal,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,20.0003,46.1674,hard,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0003,11.3949,hard,danger
1,yes,yes,straight,straight,opposite_direction,no,no,no,no,no,no,34.5754,12.2696,normal,warning
1,yes,yes,turn_right,stop,from_right,no,no,no,no,no,yes,6.66003,20.5534,normal,warning
1,yes,yes,turn left,turn left,from_right,no,yes,no,no,yes,yes,43.1058,11.9162,hard,collision
1,no,yes,straight,straight,same_direction,no,no,yes,no,yes,no,30.0002,11.5201,hard,warning
1,yes,no,turn_right,stop,opposite_direction,no,no,yes,no,yes,yes,0.000172603,15.1338,hard,danger
1,yes,yes,turn_right,straight,opposite_direction,no,yes,yes,no,yes,yes,16.6644,12.3359,easy,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0064,19.8516,hard,warning
2,yes,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0127,4.0263,hard,danger
1,no,no,straight,turn left,same_direction,no,no,no,no,no,no,30.0,16.2266,normal,warning
1,yes,yes,straight,stop,from_left,yes,no,yes,no,no,yes,49.9995,3.64249,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0039,26.6095,normal,danger
2,yes,yes,turn_right,straight,from_left,no,no,yes,no,no,yes,10.36,55.3529,normal,danger
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,27.0009,64.2208,normal,danger
2,yes,yes,straight,straight,opposite_direction,no,no,yes,no,yes,yes,20.0017,6.53496,normal,warning
1,yes,yes,stop,stop,opposite_direction,yes,no,yes,no,no,no,14.0401,6.545,hard,warning
1,no,yes,reverse,straight,same_direction,yes,no,no,no,no,no,39.7643,5.76334,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,41.8392,18.7363,hard,warning
1,yes,yes,turn left,straight,same_direction,no,no,no,no,no,no,60.0001,9.83026,normal,warning
2,yes,yes,turn_right,straight,from_left,no,no,no,no,no,no,15.486,81.8467,easy,warning
2,no,yes,reverse,straight,same_direction,yes,no,no,no,no,no,41.0009,10.0482,hard,warning
1,no,yes,straight,straight,same_direction,no,no,yes,no,no,no,20.0002,12.5114,hard,danger
2,yes,yes,straight,straight,same_direction,no,no,no,no,no,no,35.0137,14.8722,hard,collision
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,30.0,27.6588,hard,warning
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,20.0,28.3398,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0019,29.3913,hard,warning
2,yes,yes,stop,straight,from_left,no,no,no,no,no,no,18.2315,0.00676518,normal,warning
4,yes,no,turn_right,turn_right,same_direction,no,no,no,no,no,no,14.4874,12.3625,hard,warning
3,yes,yes,stop,turn_right,same_direction,no,no,no,no,no,no,30.5535,3.6505,easy,warning
1,yes,yes,straight,stop,opposite_direction,no,yes,no,no,no,yes,0.000112909,21.6621,normal,warning
1,no,yes,reverse,stop,from_right,yes,no,no,no,yes,no,27.8324,7.0441,hard,collision
2,no,yes,reverse,straight,opposite_direction,yes,no,yes,no,no,no,50.006,8.99952,normal,warning
2,no,yes,straight,turn_right,same_direction,no,no,no,no,no,no,5.36058,11.8858,hard,danger
1,yes,yes,straight,straight,same_direction,no,no,no,no,no,yes,40.5066,13.5242,normal,warning
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,20.0034,20.8069,hard,warning
1,no,yes,straight,straight,same_direction,no,no,yes,no,no,no,5.57854e-05,10.8578,hard,warning
2,yes,yes,turn_right,turn_right,same_direction,no,no,no,no,no,yes,50.0144,12.7309,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,49.9533,15.2947,normal,warning
4,yes,no,turn left,turn left,same_direction,no,no,no,no,no,no,30.0007,32.9092,hard,warning
2,yes,yes,turn left,straight,opposite_direction,no,no,no,no,no,no,50.0016,26.3555,hard,warning
2,yes,no,turn left,turn left,from_right,yes,no,no,no,no,no,21.0,2.3923,hard,warning
3,yes,yes,turn_right,straight,same_direction,no,no,no,no,yes,yes,16.2641,10.894,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,20.0003,17.0991,normal,warning
2,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,50.0003,34.6143,hard,danger
1,yes,yes,straight,turn_right,opposite_direction,no,no,yes,no,yes,yes,10.0386,19.8344,easy,warning
2,yes,yes,turn left,straight,same_direction,no,no,yes,no,yes,yes,50.0129,12.7887,hard,danger
2,yes,yes,turn_right,straight,from_left,no,no,no,no,no,yes,50.0,10.4477,normal,warning
2,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,39.4534,11.0312,easy,warning
1,no,yes,straight,stop,same_direction,no,no,no,no,no,no,14.2507,22.9642,hard,danger
1,yes,yes,straight,straight,same_direction,no,no,no,no,no,no,11.5804,5.22007,easy,danger
3,yes,yes,straight,straight,same_direction,no,no,no,no,no,no,20.0,11.4682,hard,danger
1,yes,yes,turn left,straight,same_direction,yes,no,no,no,no,yes,25.0652,58.8215,hard,warning
2,no,yes,straight,stop,same_direction,no,no,no,no,no,no,0.0041366,14.0462,easy,warning
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,21.5315,21.7804,hard,danger
1,yes,yes,straight,stop,from_left,no,yes,yes,no,no,yes,2.98493,16.1518,normal,collision
1,yes,yes,straight,straight,same_direction,no,no,no,no,no,yes,11.8322,11.6829,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0,18.7286,normal,warning
1,no,no,straight,stop,same_direction,no,no,no,no,no,no,0.000184274,13.5526,normal,warning
1,no,yes,straight,stop,same_direction,no,no,no,no,no,no,8.86036e-05,26.0086,hard,danger
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,30.0005,22.8578,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,25.9338,19.837,normal,warning
2,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,20.0,10.3787,hard,warning
4,yes,no,turn left,turn left,same_direction,no,no,no,no,no,no,30.0455,30.6335,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,2.31815e-05,23.7633,normal,warning
4,yes,no,turn left,turn left,opposite_direction,no,no,yes,yes,yes,no,16.5603,8.59759,hard,danger
1,yes,yes,turn left,stop,opposite_direction,no,no,no,no,no,no,1.50816,18.5316,hard,warning
1,no,no,straight,stop,opposite_direction,no,no,yes,no,no,no,0.000155204,18.8235,hard,danger
4,yes,no,turn left,turn left,same_direction,yes,no,no,no,no,no,30.0001,22.1823,hard,warning
1,yes,yes,straight,turn_right,from_left,no,no,yes,no,no,no,17.5895,2.12682,hard,danger
2,no,yes,straight,turn_right,same_direction,no,no,no,no,no,no,14.162,17.7459,hard,warning
3,no,yes,straight,straight,same_direction,no,no,no,no,no,no,59.2475,8.32878,hard,warning
1,no,yes,stop,straight,same_direction,no,no,no,no,no,no,50.0,0.00150339,normal,danger
1,yes,yes,turn left,turn_right,from_left,yes,yes,yes,no,yes,yes,60.0,1.76164,normal,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,70.0003,19.7212,normal,danger
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,40.7408,27.2647,normal,danger
1,yes,yes,stop,turn_right,from_left,no,no,no,no,no,no,23.5453,0.0109443,hard,warning
1,yes,yes,turn_right,turn_right,same_direction,no,no,no,no,no,yes,17.8395,27.8456,hard,danger
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,30.0,27.7977,hard,danger
1,yes,yes,turn left,stop,opposite_direction,no,no,yes,no,no,yes,7.05549,26.1531,hard,warning
1,yes,yes,reverse,stop,from_left,no,yes,yes,no,no,yes,21.2833,7.12232,normal,collision
1,yes,no,turn_right,straight,same_direction,no,no,no,no,no,yes,19.9867,42.323,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,60.0,20.6424,hard,warning
1,no,yes,straight,straight,opposite_direction,yes,no,yes,no,no,no,40.336,16.9346,normal,warning
1,no,yes,straight,turn_right,same_direction,no,no,no,no,no,no,19.7121,0.0636969,hard,warning
1,yes,no,turn_right,stop,from_right,no,no,no,no,yes,yes,0.000143318,5.45475,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0015,5.13952,easy,warning
3,yes,no,turn_right,turn_right,same_direction,yes,no,no,yes,yes,yes,15.3327,11.4371,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0018,5.76382,easy,warning
1,no,yes,stop,turn_right,same_direction,yes,no,no,no,no,no,15.3085,6.6618,hard,warning
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,20.0615,16.9883,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0009,12.8856,hard,warning
1,yes,yes,turn left,stop,same_direction,no,no,no,no,yes,no,50.0,6.82262,hard,danger
2,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,20.0,25.9337,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,37.2613,25.3665,easy,danger
4,yes,no,turn_right,turn_right,same_direction,no,no,no,no,no,no,26.697,18.1429,hard,warning
1,yes,yes,straight,straight,opposite_direction,no,no,no,no,no,no,13.8986,21.9276,normal,warning
1,no,yes,straight,stop,same_direction,no,no,yes,no,no,no,5.74451e-05,11.5178,hard,warning
2,yes,yes,turn_right,turn left,opposite_direction,no,no,no,no,yes,yes,50.0144,16.5765,normal,collision
1,no,yes,straight,straight,opposite_direction,yes,no,no,no,no,no,19.9668,11.2023,easy,danger
1,no,yes,stop,stop,same_direction,no,no,no,no,no,no,8.53582,4.49853,normal,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,10.0698,18.1273,hard,warning
4,yes,no,turn left,turn left,same_direction,no,no,no,no,no,no,50.0001,30.8067,hard,warning
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,20.0,22.0772,hard,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,20.0001,43.8565,normal,danger
2,yes,no,turn left,straight,opposite_direction,no,no,yes,yes,no,yes,0.028398,16.4101,easy,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0128,15.2535,normal,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,43.1529,16.9228,normal,danger
1,yes,yes,turn left,straight,same_direction,yes,yes,no,no,no,yes,17.56,35.6096,hard,warning
2,no,yes,reverse,straight,from_right,yes,no,no,no,no,no,20.0011,11.4408,hard,warning
2,yes,yes,turn left,straight,same_direction,no,no,yes,no,yes,yes,10.5043,10.7616,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0,46.8346,easy,warning
1,yes,yes,straight,stop,from_left,no,yes,yes,no,no,yes,8.87641,13.6178,normal,warning
1,yes,yes,stop,turn_right,same_direction,no,no,no,no,no,no,15.7722,0.00233305,hard,warning
2,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,50.0011,20.1529,easy,danger
1,yes,yes,turn left,stop,from_left,no,no,no,no,yes,yes,0.000135074,7.71807,hard,danger
1,yes,yes,turn left,stop,from_left,yes,no,yes,no,no,no,24.4551,16.0779,normal,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0,35.1602,hard,danger
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,26.8647,40.2288,hard,danger
1,no,yes,straight,straight,opposite_direction,yes,no,no,no,no,no,3.11981,13.3949,normal,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,20.0096,50.5616,normal,warning
1,yes,yes,straight,straight,opposite_direction,no,no,no,no,no,no,20.0158,20.2595,normal,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,70.0001,13.5333,normal,danger
2,no,yes,reverse,straight,opposite_direction,no,no,yes,no,no,no,20.013,7.22286,normal,danger
1,no,yes,straight,straight,opposite_direction,yes,no,yes,no,no,no,50.0013,5.52733,normal,warning
1,yes,yes,turn_right,stop,from_right,yes,yes,no,no,no,no,9.23974,20.1552,normal,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,1.94339e-05,30.9489,hard,danger
1,no,yes,straight,stop,same_direction,no,no,no,no,no,no,10.8922,9.16963,hard,warning
2,yes,no,straight,turn left,from_right,yes,no,no,no,no,no,30.0,4.58253,hard,warning
1,yes,yes,reverse,straight,from_left,no,no,no,no,yes,no,5.67181,6.82262,hard,warning
1,yes,yes,straight,stop,opposite_direction,no,yes,no,no,no,no,16.678,20.2958,easy,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,48.0554,21.2454,hard,danger
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,20.0,20.3174,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,20.0004,15.0207,hard,danger
1,no,yes,straight,turn_right,same_direction,no,no,no,no,no,no,10.324,6.77929,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0006,28.4641,normal,warning
1,yes,no,turn_right,straight,same_direction,no,no,no,no,no,yes,20.0,42.323,hard,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0,31.4378,normal,danger
4,yes,no,turn left,turn left,from_left,no,no,yes,yes,yes,no,29.6967,11.0836,hard,warning
3,yes,yes,straight,straight,from_right,no,no,no,no,no,yes,10.22,12.1166,normal,warning
1,no,yes,turn left,turn left,same_direction,no,no,no,no,no,yes,30.4199,10.1786,easy,danger
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,35.0005,9.78779,hard,danger
2,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.001,47.9103,normal,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,45.003,3.89148,hard,warning
1,no,yes,turn_right,straight,opposite_direction,yes,no,yes,no,no,no,38.8634,8.35889,normal,warning
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,16.6726,16.2905,hard,warning
2,yes,yes,stop,straight,from_left,no,no,no,no,yes,yes,50.0001,3.77187,normal,warning
1,no,yes,straight,stop,opposite_direction,no,no,yes,no,no,no,0.0001718,14.1856,normal,warning
1,no,yes,straight,stop,opposite_direction,no,no,no,no,no,no,4.16014,26.1757,hard,warning
1,no,yes,straight,straight,opposite_direction,yes,no,yes,no,no,no,50.0001,11.7672,normal,warning
1,yes,yes,straight,stop,same_direction,no,yes,no,no,no,yes,6.80019,48.7468,easy,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,36.0001,11.1057,easy,warning
2,yes,yes,stop,turn_right,same_direction,no,no,no,no,yes,yes,1.48945,0.59611,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0014,5.75162,easy,warning
2,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,16.1718,17.9068,hard,warning
4,yes,no,turn left,turn left,same_direction,no,no,no,no,no,no,30.0138,21.4208,hard,warning
2,no,yes,reverse,straight,same_direction,yes,no,no,no,no,no,50.0005,8.16578,hard,warning
1,yes,yes,turn left,straight,same_direction,no,no,no,no,no,no,50.0,7.82507,normal,warning
1,no,yes,straight,stop,same_direction,no,no,no,no,no,no,8.9246e-05,26.0086,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,46.5669,9.56822,hard,warning
1,yes,yes,straight,straight,same_direction,no,no,no,no,no,yes,27.9443,11.4993,normal,danger
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0006,30.9096,hard,danger
2,yes,no,turn left,stop,same_direction,no,no,no,yes,no,yes,2.39025e-05,14.8553,easy,warning
4,yes,no,turn left,turn left,from_left,no,no,yes,yes,yes,no,30.0,11.0836,hard,warning
2,yes,yes,turn_right,straight,from_left,no,no,no,no,no,yes,50.0,10.8295,hard,danger
3,no,yes,straight,turn_right,same_direction,yes,no,no,no,no,no,68.8316,6.46589,normal,warning
2,yes,yes,turn_right,straight,same_direction,no,no,no,no,no,yes,50.0001,34.2966,hard,warning
1,no,yes,turn left,stop,opposite_direction,no,no,yes,no,yes,yes,8.36782e-05,42.1035,normal,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,0.000178331,33.1998,hard,warning
4,yes,no,turn left,turn left,from_left,no,no,yes,yes,yes,yes,22.5298,9.76816,hard,warning
1,yes,yes,stop,turn_right,same_direction,no,no,no,no,no,no,29.4056,0.00018551,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0,16.4535,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,23.517,15.7986,easy,warning
1,no,yes,straight,stop,same_direction,no,no,no,no,no,no,8.13761e-05,25.9013,hard,danger
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0001,43.9048,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,35.4911,7.23028,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0002,38.5872,hard,warning
2,no,yes,reverse,straight,same_direction,no,no,no,no,no,no,50.0167,11.255,normal,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0003,5.19179,easy,danger
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,20.0031,23.1127,normal,danger
2,yes,yes,turn left,straight,from_left,no,no,no,no,no,yes,0.00289051,16.1321,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0002,20.8185,hard,danger
2,no,yes,straight,stop,opposite_direction,no,no,no,no,no,no,1.78278e-05,35.3219,normal,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,20.6599,16.6584,normal,warning
2,yes,yes,turn_right,turn_right,same_direction,no,no,no,no,no,no,31.0012,10.4471,normal,warning
2,no,yes,straight,turn_right,opposite_direction,yes,no,no,no,no,no,19.7417,32.5281,easy,danger
1,no,yes,straight,stop,opposite_direction,no,no,yes,no,no,no,0.00012351,16.7985,normal,danger
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,75.9037,8.79672,normal,danger
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,30.0,20.5283,hard,warning
1,no,yes,straight,stop,same_direction,no,no,yes,no,no,no,50.0,11.9228,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,32.0003,25.8496,normal,warning
1,no,yes,straight,straight,same_direction,no,no,yes,no,no,no,20.014,25.7754,normal,warning
1,yes,no,turn_right,stop,from_right,no,no,no,no,yes,yes,2.68794,9.72929,hard,warning
1,yes,yes,turn_right,straight,same_direction,no,no,no,no,no,no,29.0133,24.3588,normal,warning
2,yes,yes,turn left,straight,from_left,no,no,no,no,no,yes,25.3415,10.1379,easy,warning
1,no,yes,straight,stop,same_direction,yes,no,no,no,no,no,1.40267e-05,27.643,easy,warning
1,yes,yes,straight,straight,from_left,no,yes,no,no,yes,yes,47.001,43.1025,normal,warning
2,no,yes,straight,straight,opposite_direction,no,no,no,no,yes,no,50.0042,43.3534,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,yes,no,50.0,7.2485,hard,danger
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,12.0575,20.6227,hard,warning
1,yes,yes,stop,stop,same_direction,no,no,no,no,no,no,50.0,4.41619,hard,warning
2,yes,yes,straight,turn_right,from_right,no,no,no,no,no,no,48.7843,45.6433,normal,warning
2,no,yes,straight,straight,opposite_direction,yes,no,yes,no,no,no,18.8455,26.3329,easy,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0026,6.61735,easy,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0004,26.761,normal,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0876,10.8946,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0001,29.971,hard,warning
1,no,yes,straight,stop,same_direction,no,no,no,no,no,no,0.000132718,33.6201,normal,danger
1,no,yes,straight,straight,from_left,no,no,no,no,no,no,80.0,17.354,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0012,20.3979,easy,danger
2,no,yes,reverse,straight,same_direction,no,no,no,no,yes,no,50.0003,11.798,easy,danger
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,20.0,27.6016,hard,warning
1,no,yes,straight,straight,opposite_direction,yes,no,no,no,no,no,20.0,28.0492,normal,danger
1,yes,yes,straight,straight,opposite_direction,no,yes,no,no,no,no,50.0007,14.1164,easy,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,46.7565,17.3503,normal,warning
2,yes,no,turn_right,turn left,opposite_direction,no,no,yes,yes,no,no,30.0063,23.9551,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0005,32.4268,easy,warning
2,no,yes,turn left,straight,same_direction,no,no,no,no,yes,no,38.3426,11.386,hard,warning
2,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,yes,49.0076,6.92593,easy,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,19.9999,13.2883,hard,warning
1,no,yes,straight,stop,same_direction,no,no,no,no,no,no,28.0,23.1921,hard,warning
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,20.0,29.0551,hard,warning
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,10.3593,14.8813,hard,warning
1,yes,yes,straight,stop,same_direction,no,yes,no,no,no,yes,0.000170301,51.1844,easy,warning
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,22.141,19.4396,hard,warning
3,yes,yes,stop,turn_right,same_direction,no,no,no,no,no,no,11.3488,0.837649,easy,warning
2,no,yes,straight,turn_right,same_direction,no,no,no,no,no,no,10.3035,18.1097,hard,warning
3,yes,yes,straight,straight,same_direction,no,no,no,no,no,no,61.8299,29.8063,normal,danger
1,no,yes,reverse,straight,opposite_direction,yes,no,yes,no,no,no,42.8277,3.25695,normal,warning
2,yes,no,turn left,straight,same_direction,no,no,no,yes,yes,yes,70.0073,34.8165,easy,collision
2,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,50.0084,4.28567,easy,danger
2,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,20.0,25.6946,easy,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0005,5.44036,easy,warning
2,no,yes,turn left,straight,opposite_direction,no,no,yes,no,yes,no,50.0064,8.02567,normal,warning
3,no,yes,straight,stop,opposite_direction,no,no,no,no,yes,no,7.99841e-05,40.9778,normal,danger
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,27.0936,20.2642,hard,warning
1,no,no,turn left,straight,opposite_direction,yes,no,yes,no,yes,yes,50.0093,18.074,hard,warning
1,no,yes,straight,straight,opposite_direction,yes,no,yes,no,no,no,20.0001,14.6796,normal,warning
1,no,yes,stop,turn left,opposite_direction,no,no,no,no,no,no,30.0,0.15526,normal,danger
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0144,16.3547,hard,warning
1,no,yes,turn_right,straight,from_right,no,no,no,no,yes,yes,11.9993,16.5765,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,18.8816,13.5382,hard,warning
1,no,yes,stop,stop,from_right,no,no,no,no,yes,no,0.000157666,5.23322,hard,warning
4,yes,no,turn_right,turn_right,same_direction,no,no,no,no,no,no,14.6324,14.1798,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,10.8842,17.4175,normal,warning
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,13.7315,12.5603,hard,warning
3,no,yes,straight,straight,same_direction,no,no,no,no,no,no,38.9502,8.53742,hard,danger
1,no,yes,straight,turn_right,opposite_direction,no,no,no,no,no,no,38.7401,4.10596,normal,warning
2,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,36.9991,15.9528,normal,warning
1,yes,yes,straight,stop,same_direction,no,yes,no,no,no,yes,0.00016998,41.3693,hard,danger
2,no,yes,straight,straight,opposite_direction,no,no,yes,no,yes,no,50.0065,6.7267,normal,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,25.0004,9.07519,hard,danger
2,no,yes,stop,straight,opposite_direction,no,no,no,no,yes,no,25.4617,3.77304,normal,warning
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,20.0345,17.7333,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0007,18.4304,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,20.0,37.1449,easy,warning
1,yes,yes,straight,straight,opposite_direction,no,yes,no,no,yes,yes,36.4277,7.76644,hard,danger
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,20.0,49.8222,easy,warning
2,yes,no,turn left,straight,same_direction,no,no,yes,yes,yes,yes,16.5619,12.3027,hard,warning
1,no,no,straight,turn left,same_direction,no,no,no,no,no,no,30.0002,12.8196,normal,warning
1,yes,yes,stop,stop,same_direction,no,no,no,no,no,no,13.2001,6.68773,normal,danger
4,yes,no,turn_right,turn left,opposite_direction,yes,no,yes,no,no,no,19.8859,8.00342,hard,warning
1,no,yes,reverse,straight,from_right,yes,no,no,no,no,no,27.6116,5.77119,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,20.0103,25.6632,easy,warning
2,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0,55.6714,normal,warning
4,yes,no,turn_right,turn_right,same_direction,no,no,no,no,no,no,30.0001,18.1429,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,11.3438,21.4306,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0004,19.729,normal,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0005,14.1035,normal,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,52.784,13.1256,hard,danger
1,no,yes,stop,turn left,opposite_direction,no,no,no,no,yes,no,30.0,4.13173,normal,danger
3,yes,yes,turn left,stop,same_direction,no,no,no,no,no,yes,15.9121,10.9646,easy,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,42.329,15.4339,hard,warning
