lanes,is_intersection,is_two_way_street,bike_maneuver,vehicle_maneuver,maneuver_direction,sidewalk_climbs,running_red_light,drive_opposite_direction,bad_roundabout,driving_between_lanes,crossings_without_priority,vehicle_speed_max,bike_speed_max,level,real_risk
1,yes,yes,turn left,stop,opposite_direction,no,no,yes,no,yes,yes,15.5816,16.2241,normal,danger
1,no,no,straight,straight,opposite_direction,no,no,yes,no,no,no,50.0,26.5693,hard,warning
2,yes,yes,straight,straight,opposite_direction,no,no,yes,no,no,yes,50.001,16.4949,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,41.003,9.56146,hard,danger
1,yes,yes,stop,straight,from_left,yes,no,yes,no,no,no,15.3151,1.44022,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,8.60338e-05,15.0046,hard,danger
1,yes,yes,turn left,turn left,same_direction,no,no,yes,no,no,yes,20.0,11.6224,hard,danger
3,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,50.1068,58.8913,easy,danger
1,no,yes,straight,straight,opposite_direction,yes,no,yes,no,no,no,39.0,13.4636,normal,warning
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,24.3203,19.2794,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,2.21107e-05,23.6086,hard,warning
2,yes,yes,turn left,straight,from_left,no,no,no,no,no,yes,4.10816,16.1321,hard,warning
2,yes,yes,straight,straight,from_left,no,no,no,no,no,no,50.0002,6.77889,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,30.0001,39.3846,hard,warning
2,no,yes,straight,straight,opposite_direction,no,no,no,no,yes,no,33.8532,29.9252,normal,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,49.9995,46.1674,hard,warning
2,yes,yes,stop,straight,same_direction,no,no,no,no,yes,no,50.0001,0.257833,normal,danger
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0004,28.7327,hard,warning
2,no,yes,reverse,straight,same_direction,yes,no,no,no,no,no,25.001,7.23646,hard,warning
1,no,yes,turn left,stop,same_direction,no,no,no,no,yes,yes,50.0001,3.72277,normal,warning
2,yes,no,turn left,turn left,opposite_direction,yes,no,yes,yes,no,no,30.0,17.6072,hard,warning
1,no,no,straight,straight,opposite_direction,no,no,yes,no,no,no,50.0,34.9543,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,37.0001,22.2589,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0001,33.3996,easy,warning
2,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,46.4281,37.4629,hard,warning
1,yes,yes,straight,stop,from_right,no,yes,yes,no,no,yes,3.74991,14.3499,normal,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0004,11.729,normal,warning
2,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,50.0001,27.5155,hard,danger
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0,31.8342,hard,danger
1,no,yes,straight,stop,from_left,yes,no,yes,no,yes,no,0.000148886,11.9966,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,52.869,7.95056,hard,warning
2,yes,no,turn_right,turn left,opposite_direction,no,no,yes,yes,no,no,30.0,13.0391,hard,warning
1,no,yes,turn left,stop,opposite_direction,no,no,yes,no,yes,yes,7.70931e-05,42.1035,normal,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,25.0008,8.91347,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0019,29.5578,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,42.6157,22.8713,easy,danger
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0,30.9712,hard,warning
3,yes,yes,turn_right,straight,same_direction,no,no,no,no,yes,yes,75.4791,17.4787,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,yes,no,51.0001,42.9778,hard,warning
1,yes,yes,turn_right,straight,from_right,no,yes,no,no,no,yes,14.2112,20.3364,normal,danger
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,9.24582e-05,11.4301,hard,warning
1,no,no,straight,straight,opposite_direction,no,no,yes,no,no,no,20.0001,25.9465,easy,danger
1,yes,yes,turn left,stop,from_left,no,no,no,no,yes,yes,20.0003,7.71807,hard,warning
1,yes,yes,turn left,straight,from_left,no,no,no,no,yes,no,49.0,2.18864,hard,warning
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,20.0047,11.5375,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,25.0001,11.7045,hard,warning
1,yes,yes,turn left,stop,opposite_direction,no,yes,yes,no,yes,yes,0.000144657,14.2733,easy,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,36.0033,10.2022,easy,warning
1,yes,yes,stop,stop,same_direction,no,no,no,no,no,no,50.0,0.000668707,hard,warning
2,no,yes,reverse,straight,same_direction,no,no,yes,no,no,no,20.0085,7.24573,easy,danger
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0002,12.6451,normal,warning
2,yes,no,reverse,stop,same_direction,no,no,no,no,no,no,0.000143265,4.53967,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0007,20.2637,hard,warning
2,no,yes,straight,stop,same_direction,no,no,no,no,no,no,0.000106617,10.864,easy,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,27.0015,62.1899,normal,danger
2,yes,yes,straight,straight,same_direction,no,no,no,no,no,no,13.3771,11.699,hard,warning
3,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,26.0017,9.98763,normal,warning
2,yes,yes,turn left,straight,same_direction,no,no,no,no,no,no,49.2977,22.1236,hard,warning
2,no,yes,reverse,straight,opposite_direction,no,no,no,no,no,no,23.0047,15.4975,normal,warning
3,yes,yes,turn left,straight,opposite_direction,no,no,no,no,no,yes,9.15409,12.9828,easy,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,37.0001,11.1928,normal,warning
4,yes,no,turn left,turn left,same_direction,no,no,no,no,no,no,30.0089,22.1153,hard,warning
2,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0012,12.7721,normal,warning
1,yes,yes,stop,stop,same_direction,no,no,no,no,no,no,0.000173406,0.0234904,hard,warning
1,yes,no,turn_right,stop,from_right,no,no,no,no,yes,yes,0.0001718,5.45475,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0,17.3053,normal,danger
2,no,yes,turn_right,turn left,opposite_direction,no,no,no,no,no,no,33.624,23.4332,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,20.0001,26.2821,easy,danger
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,48.3731,20.9819,hard,warning
2,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,20.0011,11.292,easy,danger
2,yes,no,turn_right,turn left,opposite_direction,no,no,yes,yes,no,yes,19.087,16.7672,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0001,22.6134,hard,warning
1,yes,yes,stop,turn_right,from_left,no,no,yes,no,yes,no,32.7349,2.85873,hard,danger
2,yes,no,turn left,straight,same_direction,no,no,no,yes,yes,yes,54.5284,34.4898,easy,warning
2,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,65.7735,13.2304,hard,warning
2,no,yes,reverse,straight,same_direction,no,no,yes,no,no,no,19.9888,6.86841,easy,warning
1,yes,yes,stop,turn_right,same_direction,no,no,no,no,no,no,23.7533,0.535565,hard,warning
2,no,yes,turn left,turn left,same_direction,no,no,no,no,no,no,50.0,24.7639,hard,warning
1,no,yes,straight,stop,opposite_direction,no,no,no,no,no,no,0.000148404,26.4071,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0,14.9996,hard,danger
2,no,yes,straight,stop,opposite_direction,no,no,no,no,no,no,0.000131594,32.678,normal,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,21.6708,25.0654,hard,warning
1,yes,yes,straight,stop,same_direction,no,no,no,no,no,no,0.00456568,1.73942,hard,warning
1,no,yes,reverse,stop,from_right,yes,no,no,no,yes,no,20.8826,7.0441,hard,danger
4,yes,no,turn left,turn left,from_left,no,no,no,yes,yes,yes,30.0,8.70892,hard,danger
3,yes,no,turn_right,turn_right,same_direction,yes,no,no,yes,yes,yes,17.4566,11.2011,normal,warning
2,no,yes,turn_right,straight,opposite_direction,no,no,yes,no,no,no,50.0,42.3322,normal,warning
1,no,yes,stop,straight,same_direction,no,no,no,no,yes,no,50.0,0.0113163,normal,danger
3,yes,yes,turn_right,turn left,same_direction,no,no,no,yes,yes,yes,30.0,24.9004,normal,warning
1,no,yes,straight,straight,same_direction,no,no,yes,no,no,no,20.0001,14.0663,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,20.0005,25.8441,easy,warning
2,yes,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0,9.8861,hard,warning
4,yes,no,turn left,turn left,from_right,no,no,no,no,yes,no,15.5191,7.59792,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,40.0,14.7523,hard,warning
1,yes,yes,stop,stop,same_direction,no,no,no,no,no,no,0.720141,6.68773,normal,warning
2,yes,no,turn_right,turn_right,same_direction,no,no,no,no,no,yes,50.0011,12.5684,normal,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,20.0002,52.1563,easy,warning
1,no,yes,straight,stop,same_direction,no,no,no,no,no,no,6.98656e-05,25.3651,hard,danger
2,yes,no,turn left,stop,opposite_direction,no,no,yes,yes,no,yes,0.080892,17.2062,easy,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,19.2256,40.0124,hard,danger
1,yes,yes,turn left,straight,same_direction,no,yes,yes,no,no,yes,8.57384,10.7091,hard,warning
2,no,yes,reverse,straight,same_direction,no,no,yes,no,yes,yes,30.2489,9.48853,normal,warning
3,no,yes,straight,straight,same_direction,no,no,no,no,no,no,20.0017,25.348,hard,danger
1,yes,yes,straight,stop,from_left,yes,no,yes,no,no,yes,8.41065e-05,7.01193,hard,warning
2,yes,yes,straight,turn_right,from_right,no,no,no,no,no,no,10.9921,9.8861,hard,warning
1,yes,yes,turn_right,stop,opposite_direction,no,no,no,no,no,no,12.0602,23.5523,hard,warning
1,no,yes,straight,stop,opposite_direction,no,no,no,no,no,no,9.2718,20.7732,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,20.001,32.7241,hard,warning
2,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,50.0132,10.0579,normal,danger
1,yes,yes,straight,stop,from_right,no,yes,yes,no,no,yes,7.04615,15.4432,normal,warning
1,yes,yes,straight,stop,from_left,no,no,yes,no,no,yes,2.58048e-05,28.3122,easy,warning
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,21.3924,22.9216,hard,warning
1,no,yes,straight,stop,same_direction,no,no,no,no,no,no,8.73722e-05,12.4431,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,0.000110768,22.8768,normal,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,44.3506,9.84974,hard,warning
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,30.0113,22.6689,hard,warning
2,yes,no,turn_right,stop,same_direction,no,no,no,no,no,no,8.15863e-07,11.1024,normal,warning
2,yes,yes,turn_right,straight,opposite_direction,no,no,yes,no,yes,yes,20.0005,18.6765,normal,warning
1,yes,yes,straight,turn left,from_right,no,yes,no,no,no,yes,9.85079e-06,44.1354,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,4.77226,19.2063,hard,danger
2,yes,yes,turn left,straight,from_left,no,no,no,no,yes,yes,20.0,7.82343,normal,warning
3,no,yes,straight,straight,same_direction,no,no,no,no,no,no,78.2839,16.5635,easy,danger
2,no,yes,straight,straight,opposite_direction,no,no,no,no,yes,no,20.0007,25.4645,normal,danger
1,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,50.0001,17.0563,hard,warning
1,no,yes,reverse,straight,same_direction,no,no,no,no,yes,no,23.756,5.60311,normal,danger
1,no,yes,straight,straight,opposite_direction,no,yes,yes,no,no,yes,15.8078,19.1278,normal,danger
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,22.3557,21.3476,hard,danger
2,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,50.001,18.9067,easy,warning
2,yes,yes,turn left,stop,opposite_direction,no,no,no,no,no,yes,8.16118e-06,26.9352,normal,warning
3,no,yes,straight,stop,same_direction,no,no,no,no,no,no,57.0,25.5313,hard,warning
2,yes,no,turn left,stop,opposite_direction,no,yes,yes,no,yes,yes,0.000140909,30.1223,normal,warning
1,yes,yes,straight,stop,same_direction,no,no,no,no,no,no,8.97606,3.17609,hard,warning
1,no,no,straight,turn left,same_direction,no,no,no,no,no,no,30.0003,14.0891,normal,danger
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,37.0003,24.651,hard,warning
3,yes,yes,straight,straight,same_direction,no,no,no,no,yes,no,66.0494,22.5861,normal,warning
1,no,yes,straight,stop,same_direction,no,yes,no,no,no,yes,8.96743e-05,42.3405,easy,warning
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,21.8,10.8985,hard,danger
1,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,42.3233,24.7047,easy,danger
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,16.1494,40.0806,hard,danger
1,yes,yes,stop,turn_right,from_left,no,no,no,no,no,no,3.45848e-05,6.08054,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0,23.2965,hard,warning
2,yes,no,turn_right,turn_right,same_direction,no,no,no,no,no,yes,49.9554,5.92604,normal,warning
1,no,yes,straight,stop,opposite_direction,no,no,yes,no,no,no,8.19724,13.5496,normal,warning
1,yes,yes,turn left,stop,opposite_direction,no,no,yes,no,no,yes,3.11381,25.5773,hard,warning
3,yes,yes,straight,straight,from_right,no,no,no,no,no,yes,24.3321,52.6874,normal,collision
1,yes,yes,straight,stop,opposite_direction,no,yes,yes,no,no,yes,1.92344,17.6288,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0009,5.31472,easy,warning
1,yes,yes,straight,stop,opposite_direction,no,yes,yes,no,no,yes,6.49615,15.5837,normal,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0012,6.82286,easy,danger
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,12.0696,19.3183,hard,warning
2,no,yes,stop,straight,same_direction,no,no,no,no,yes,no,20.0084,0.194714,normal,warning
4,yes,no,turn_right,turn_right,same_direction,no,no,no,yes,no,yes,29.8065,14.4869,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,yes,no,50.0019,21.6608,hard,danger
2,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,50.0001,26.9793,hard,danger
1,no,yes,straight,stop,same_direction,no,no,no,no,no,no,33.0,21.5593,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,20.0001,10.0914,easy,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,38.7981,8.35348,hard,warning
1,yes,yes,stop,turn_right,same_direction,no,no,no,no,no,no,26.6261,0.535565,hard,warning
3,yes,yes,straight,straight,same_direction,no,no,no,no,yes,no,22.0,21.6886,normal,warning
1,yes,yes,turn left,straight,opposite_direction,no,no,no,no,no,yes,20.0,37.5126,easy,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,28.3001,4.31477,easy,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,20.0004,18.2981,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,32.0051,37.9971,hard,danger
2,yes,yes,straight,straight,same_direction,no,no,no,no,yes,yes,50.0038,42.8245,normal,danger
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,2.97665e-05,14.7016,hard,warning
2,no,yes,straight,straight,opposite_direction,yes,no,yes,no,no,no,33.0007,8.13272,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,20.0001,15.1957,normal,danger
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,24.0002,48.7534,hard,warning
2,no,yes,straight,straight,opposite_direction,no,no,yes,no,yes,no,50.0004,22.8294,hard,warning
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,30.001,23.43,hard,danger
1,yes,yes,straight,straight,same_direction,yes,no,yes,no,no,no,0.000167892,10.4382,hard,warning
1,no,yes,turn left,stop,opposite_direction,no,no,yes,no,yes,yes,8.21256e-05,42.0164,normal,warning
1,no,yes,stop,turn_right,same_direction,yes,no,no,no,no,no,30.5427,3.10912,hard,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,yes,no,25.6802,5.67983,normal,warning
2,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,yes,25.6402,7.36642,easy,danger
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,8.87106e-05,28.888,hard,danger
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,5.77663e-05,32.6801,hard,danger
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0038,10.1521,hard,warning
2,no,yes,turn_right,straight,same_direction,no,no,no,no,no,no,17.8456,17.011,hard,warning
1,no,no,straight,straight,opposite_direction,no,no,yes,no,no,no,20.0001,26.7266,easy,danger
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,12.96,14.6362,hard,warning
2,yes,no,reverse,stop,same_direction,no,no,no,no,no,no,0.000143318,5.48166,hard,warning
4,yes,no,stop,turn left,from_right,yes,no,no,no,yes,no,30.0002,6.85247,hard,danger
1,no,yes,straight,straight,opposite_direction,yes,no,no,no,no,no,6.04517,15.9154,normal,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,36.0067,18.4882,hard,warning
1,no,yes,straight,straight,from_right,no,no,no,no,no,no,47.0,37.9686,normal,warning
1,no,yes,turn left,stop,from_left,yes,no,yes,no,yes,no,10.0371,7.9278,hard,danger
4,yes,no,turn left,turn left,same_direction,no,no,no,no,no,no,20.5796,21.1469,hard,warning
2,yes,yes,straight,straight,same_direction,no,no,no,no,no,no,45.6213,38.3141,hard,danger
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,25.0,54.4175,normal,danger
4,yes,no,reverse,turn left,same_direction,no,no,no,no,yes,no,30.0,4.68179,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,30.0005,16.8196,hard,warning
2,no,yes,straight,stop,same_direction,no,no,no,no,no,no,5.53036e-05,10.2227,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,56.8866,17.8608,hard,warning
1,no,no,straight,turn left,same_direction,no,no,no,no,no,no,30.0003,14.9402,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0,23.8355,normal,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,39.6743,11.9611,hard,warning
2,yes,no,turn left,stop,opposite_direction,no,yes,yes,no,yes,yes,0.000164305,31.2215,normal,danger
1,no,yes,straight,stop,same_direction,no,no,no,no,no,no,3.17474e-05,26.0085,hard,danger
1,yes,yes,straight,reverse,same_direction,no,no,no,no,no,no,2.58889,11.7799,hard,warning
1,yes,yes,turn left,stop,opposite_direction,no,no,yes,no,no,yes,1.66419,26.4071,hard,warning
4,yes,no,stop,turn left,from_left,yes,no,no,no,no,no,14.5552,3.24612,hard,warning
2,yes,no,turn left,stop,opposite_direction,no,no,yes,yes,no,no,8.44215e-05,28.5676,easy,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0001,4.68507,hard,warning
1,yes,yes,straight,stop,opposite_direction,no,yes,no,no,no,yes,0.000103862,23.1803,normal,warning
2,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,20.0003,35.5596,normal,warning
3,no,yes,straight,stop,same_direction,no,no,no,no,no,no,57.0003,25.3682,hard,warning
1,yes,yes,turn left,stop,same_direction,no,no,no,no,no,no,28.5863,18.5316,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,20.0001,14.0322,normal,warning
1,yes,yes,straight,stop,from_right,yes,no,yes,no,no,yes,0.000167892,11.7723,hard,warning
1,no,yes,straight,stop,opposite_direction,no,no,no,no,no,no,9.75442e-05,20.7732,hard,warning
3,no,yes,straight,straight,same_direction,no,no,no,no,no,no,51.9914,7.67263,hard,warning
2,yes,yes,turn left,straight,opposite_direction,no,no,no,no,no,no,50.0,24.7667,hard,danger
1,yes,yes,turn_right,turn_right,same_direction,no,no,no,no,no,yes,17.7595,27.8456,hard,danger
2,no,yes,turn left,straight,same_direction,no,no,no,no,yes,no,9.74907e-05,9.97449,hard,danger
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0002,12.8549,hard,danger
2,no,yes,reverse,straight,same_direction,yes,no,no,no,no,no,36.4996,7.23763,normal,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0015,30.6338,hard,warning
2,no,yes,straight,straight,opposite_direction,yes,no,yes,no,no,no,50.0,24.5915,easy,danger
1,yes,yes,turn left,stop,from_right,yes,no,no,no,yes,yes,0.000114783,9.21213,hard,warning
1,no,yes,straight,stop,same_direction,no,no,no,no,no,no,0.000166767,33.6201,normal,danger
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,46.128,18.5079,easy,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,23.5203,18.0056,normal,warning
2,yes,yes,turn_right,stop,opposite_direction,no,no,no,no,no,yes,30.0123,13.7207,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0001,30.6465,hard,warning
1,yes,yes,turn left,straight,opposite_direction,no,yes,yes,no,no,yes,0.000171639,11.2552,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,6.06038e-05,22.0153,normal,warning
1,no,yes,straight,turn left,opposite_direction,no,no,yes,no,no,no,20.0,5.87246,normal,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,16.7394,20.5702,hard,warning
1,no,yes,straight,turn left,from_right,no,no,yes,no,no,no,48.6549,6.84481,hard,danger
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,49.9999,2.00357,easy,warning
1,yes,yes,straight,straight,opposite_direction,no,no,no,no,no,no,13.3201,24.9549,hard,warning
1,yes,yes,turn left,straight,opposite_direction,yes,no,no,no,yes,yes,7.07451,11.8315,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,24.8742,21.9424,normal,warning
2,yes,yes,turn left,straight,same_direction,no,no,yes,no,yes,yes,7.20374,9.74601,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,53.0032,12.1142,hard,warning
2,no,yes,turn left,straight,opposite_direction,no,no,yes,no,yes,no,49.0825,18.2652,hard,warning
2,no,yes,straight,straight,same_direction,no,no,yes,no,no,no,47.1442,8.44056,normal,danger
2,no,yes,turn_right,turn left,opposite_direction,no,no,no,no,no,no,29.0,23.0161,hard,warning
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,19.9999,17.6319,hard,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0002,7.18102,easy,collision
1,yes,yes,straight,stop,from_right,yes,yes,no,no,no,yes,20.0,14.2429,easy,warning
1,no,yes,straight,stop,same_direction,no,no,no,no,no,no,0.000167142,33.7153,easy,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0007,41.8856,hard,danger
2,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,yes,50.0065,9.39112,easy,warning
2,yes,no,straight,turn left,from_right,yes,no,no,no,no,no,30.0,4.58543,hard,danger
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,20.0,17.1061,normal,warning
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,20.0001,19.083,hard,danger
3,no,yes,straight,stop,opposite_direction,no,no,no,no,no,no,0.000152473,32.9695,normal,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0,52.0283,normal,warning
1,no,no,straight,stop,opposite_direction,no,no,yes,no,no,no,6.90091e-05,21.5819,hard,danger
1,no,yes,straight,straight,opposite_direction,no,no,no,no,yes,no,10.0366,17.3739,normal,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0,32.4755,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,47.0001,25.5541,hard,warning
1,yes,yes,turn_right,straight,from_left,yes,no,yes,no,no,yes,28.5867,16.1758,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0001,43.4568,hard,warning
1,yes,yes,straight,straight,opposite_direction,no,yes,no,no,no,no,20.0002,14.0434,easy,warning
2,yes,yes,turn_right,straight,opposite_direction,no,no,no,no,yes,no,50.0127,11.2787,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,20.0002,22.5625,easy,danger
3,yes,yes,stop,stop,same_direction,no,no,no,no,no,no,25.46,5.1975,easy,danger
2,yes,yes,turn left,straight,from_left,no,no,no,no,no,yes,29.121,8.25933,hard,warning
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,30.0001,18.9528,hard,warning
1,no,yes,straight,straight,opposite_direction,yes,no,yes,no,no,no,43.0007,10.5547,hard,warning
1,no,yes,straight,straight,same_direction,yes,no,no,no,yes,no,17.6418,4.134,hard,warning
1,no,yes,straight,stop,from_left,yes,no,yes,no,no,no,6.55166,11.9966,hard,collision
2,no,yes,turn_right,straight,same_direction,no,no,no,no,yes,no,48.1824,10.0033,normal,warning
1,yes,yes,stop,stop,same_direction,no,no,no,no,no,no,11.088,0.000377396,hard,warning
2,yes,no,turn_right,turn left,opposite_direction,no,no,yes,yes,no,no,30.0007,23.4942,hard,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0002,13.2315,hard,danger
1,yes,yes,turn left,straight,from_left,no,yes,yes,no,no,yes,18.974,8.96773,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,50.0017,6.72223,easy,danger
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,33.2101,23.7727,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,20.0005,23.3416,easy,danger
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,40.001,19.1455,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,yes,no,10.0366,16.5831,normal,warning
1,yes,yes,turn_right,turn_right,same_direction,no,no,no,no,no,yes,3.4761,24.5505,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.001,49.9892,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,11.8357,19.2063,hard,warning
1,no,yes,turn left,stop,opposite_direction,no,no,yes,no,yes,yes,9.18693e-05,42.0164,normal,danger
2,yes,no,straight,turn left,from_right,yes,no,no,no,no,no,30.0,5.23325,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,22.6741,20.564,easy,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,40.3389,34.2495,hard,warning
4,yes,no,turn left,turn left,same_direction,no,no,no,no,no,no,30.0001,12.4393,hard,warning
4,yes,no,turn left,turn left,same_direction,no,no,no,no,no,no,26.0153,30.8067,hard,warning
1,no,yes,straight,straight,opposite_direction,yes,no,yes,no,no,no,30.0009,5.01898,normal,warning
