lanes,is_intersection,is_two_way_street,bike_maneuver,vehicle_maneuver,maneuver_direction,sidewalk_climbs,running_red_light,drive_opposite_direction,bad_roundabout,driving_between_lanes,crossings_without_priority,vehicle_speed_max,bike_speed_max,level,real_risk
2,no,yes,straight,stop,same_direction,no,no,no,no,no,no,0.000179884,9.52848,normal,warning
4,yes,no,reverse,turn left,same_direction,no,no,no,no,yes,no,30.0,5.25245,hard,warning
1,no,yes,reverse,straight,same_direction,yes,no,no,no,no,no,45.0001,54.5831,normal,warning
1,no,yes,straight,straight,same_direction,no,no,yes,no,no,no,20.0,24.5838,normal,warning
3,yes,yes,stop,stop,same_direction,no,no,no,no,no,no,20.0,5.1975,easy,danger
2,yes,no,turn_right,turn left,opposite_direction,no,no,yes,yes,no,no,30.0,12.9291,hard,danger
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,31.8811,22.9239,hard,warning
1,yes,yes,turn left,straight,same_direction,no,no,no,no,no,no,0.000165215,10.6224,hard,warning
1,yes,yes,straight,turn_right,same_direction,no,yes,no,no,no,yes,12.9622,44.6257,easy,danger
1,yes,yes,turn left,turn left,same_direction,no,no,no,no,no,yes,32.0791,11.2878,easy,danger
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,21.0,15.3325,easy,warning
2,yes,yes,straight,straight,opposite_direction,no,no,no,no,yes,yes,46.6111,17.1903,normal,danger
1,no,yes,turn left,stop,from_right,no,no,no,no,yes,no,0.00018224,5.97938,hard,warning
3,yes,no,turn_right,turn_right,same_direction,yes,no,no,yes,yes,yes,14.7835,12.5912,normal,warning
1,yes,yes,stop,turn_right,from_left,no,no,yes,no,no,no,12.6297,0.0141094,hard,warning
4,yes,no,turn left,turn left,same_direction,no,no,no,no,no,no,30.0001,21.7656,hard,warning
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,30.0,20.6513,hard,danger
2,yes,yes,turn left,straight,from_left,no,no,no,no,no,yes,50.0,14.3922,hard,danger
1,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,20.0001,30.5014,normal,danger
2,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,40.0444,17.7673,hard,warning
2,yes,yes,turn left,stop,same_direction,no,no,no,no,yes,yes,16.8496,10.9047,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0007,52.246,normal,warning
1,yes,yes,stop,turn_right,same_direction,no,no,no,no,no,no,50.0,0.00233305,hard,warning
1,yes,yes,straight,stop,opposite_direction,no,yes,no,no,no,yes,0.000112802,21.692,normal,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0001,28.8259,hard,warning
2,no,yes,reverse,straight,same_direction,no,no,no,no,no,no,37.0,16.7325,normal,danger
1,yes,yes,straight,stop,from_left,no,no,yes,no,no,no,0.00012351,13.4685,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,20.8271,19.7659,easy,warning
1,no,yes,straight,straight,from_right,no,no,no,no,no,no,37.8397,26.6003,normal,warning
1,no,yes,straight,stop,from_left,yes,no,no,no,yes,no,0.000182454,9.82671,hard,warning
2,no,yes,straight,straight,opposite_direction,yes,no,yes,no,no,no,38.0003,0.575164,hard,warning
1,no,no,straight,stop,opposite_direction,no,no,yes,no,no,no,0.00010686,16.998,hard,danger
3,no,yes,straight,straight,same_direction,no,no,no,no,no,no,59.0002,9.87224,hard,danger
1,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,20.0004,41.1714,easy,danger
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,20.0002,7.32609,hard,warning
1,no,yes,straight,straight,same_direction,yes,no,no,no,no,no,17.6787,4.08838,hard,warning
1,no,yes,straight,straight,opposite_direction,yes,no,yes,no,no,no,19.4662,11.6147,normal,warning
3,no,yes,straight,straight,same_direction,no,no,no,no,no,no,65.0866,13.6395,hard,danger
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,24.0001,12.2714,normal,warning
1,no,yes,turn left,straight,same_direction,no,no,no,no,no,yes,50.0001,6.26645,normal,warning
1,yes,yes,straight,stop,from_right,yes,no,no,no,no,no,25.0005,18.3029,easy,warning
1,yes,yes,reverse,stop,from_left,no,yes,yes,no,no,yes,6.00002,5.8428,normal,warning
2,no,yes,straight,stop,same_direction,no,no,no,no,no,no,0.000106602,13.248,easy,danger
2,yes,yes,turn_right,stop,opposite_direction,no,no,no,no,no,yes,30.0,13.7571,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,41.9082,22.3567,hard,danger
2,yes,yes,straight,straight,same_direction,no,no,no,no,no,no,80.0009,8.35596,normal,warning
2,no,yes,straight,straight,opposite_direction,no,no,yes,no,yes,no,40.0004,22.8294,hard,danger
3,yes,yes,turn left,straight,opposite_direction,no,no,no,no,yes,no,36.1481,8.94001,hard,warning
4,yes,no,turn left,turn left,same_direction,no,no,no,no,no,no,30.0001,21.7656,hard,warning
2,no,yes,reverse,straight,same_direction,no,no,no,no,no,no,23.5826,16.7325,normal,warning
2,no,yes,straight,stop,opposite_direction,no,no,no,no,no,no,8.21791e-05,41.0038,normal,warning
2,yes,no,turn_right,turn_right,same_direction,no,no,no,no,no,yes,50.0147,9.03686,normal,danger
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0001,31.9355,normal,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,20.0001,54.7989,hard,warning
2,yes,no,straight,straight,opposite_direction,yes,no,yes,yes,no,no,30.0,23.7579,easy,warning
1,no,no,straight,stop,opposite_direction,no,no,yes,no,no,no,3.9189e-05,21.5819,hard,warning
2,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,24.5417,17.9919,normal,warning
1,yes,yes,reverse,stop,from_right,no,yes,yes,no,no,yes,7.56011,7.12232,normal,danger
1,no,yes,straight,stop,opposite_direction,no,no,yes,no,no,no,19.6164,26.027,hard,warning
2,yes,no,turn left,stop,opposite_direction,no,yes,yes,no,yes,yes,0.00363103,29.0013,normal,danger
1,no,yes,stop,stop,from_right,no,no,no,no,yes,no,0.000182186,5.23322,hard,warning
3,yes,yes,straight,straight,same_direction,no,no,no,no,yes,no,19.9806,22.2435,normal,warning
1,no,no,straight,stop,opposite_direction,no,no,yes,no,no,no,8.48024e-05,26.4515,hard,danger
2,yes,yes,straight,turn_right,same_direction,no,no,no,no,no,no,22.352,11.544,hard,warning
1,yes,yes,straight,stop,from_right,no,yes,yes,no,no,yes,0.0420504,13.6178,normal,warning
1,no,yes,straight,turn left,opposite_direction,no,no,yes,yes,no,yes,30.0137,16.3836,normal,warning
2,yes,yes,turn left,straight,from_left,no,no,no,no,no,yes,20.0,8.25933,hard,warning
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,20.0005,21.9963,hard,danger
1,yes,yes,straight,turn_right,same_direction,no,no,no,no,no,yes,50.0,14.6147,hard,collision
1,no,yes,reverse,stop,from_right,yes,no,no,no,yes,no,8.6342,7.0441,hard,warning
1,no,no,straight,turn left,same_direction,no,no,no,no,no,no,30.0004,17.0837,normal,danger
2,yes,no,turn_right,turn left,opposite_direction,no,no,yes,yes,no,no,30.0011,9.86697,easy,danger
3,no,yes,straight,stop,opposite_direction,no,no,no,no,yes,no,5.01641e-05,35.8208,normal,warning
1,yes,yes,stop,straight,same_direction,no,no,yes,no,no,no,33.9956,0.0250245,hard,warning
1,no,yes,straight,turn left,same_direction,no,no,no,no,no,no,30.0002,34.7092,normal,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,7.57012e-05,31.8237,hard,danger
1,yes,yes,stop,straight,from_left,yes,no,yes,no,no,no,3.92205,4.47631,hard,danger
1,no,yes,straight,straight,same_direction,no,no,yes,no,yes,no,24.0001,13.9039,normal,warning
1,yes,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0007,11.7029,easy,warning
1,no,yes,stop,turn_right,same_direction,yes,no,no,no,no,no,25.9198,4.15773,hard,warning
4,yes,no,turn left,turn left,same_direction,no,no,no,no,no,no,30.0089,9.55432,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,62.6343,23.0738,normal,warning
2,yes,yes,straight,turn_right,from_right,no,no,no,no,no,no,12.4912,12.0787,normal,warning
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,20.0075,20.1384,hard,warning
2,yes,yes,straight,straight,opposite_direction,yes,no,no,no,no,no,18.1996,12.6945,normal,warning
1,yes,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0006,43.1699,normal,warning
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,30.0007,21.7622,hard,warning
1,yes,yes,straight,straight,from_right,no,yes,yes,no,no,yes,20.7337,39.6601,normal,warning
2,yes,yes,turn left,straight,from_left,no,no,no,no,no,no,0.000187914,10.2763,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,25.0008,29.4785,hard,warning
3,yes,yes,straight,straight,same_direction,no,no,no,no,no,no,20.0137,22.5861,normal,warning
2,no,yes,straight,straight,opposite_direction,yes,no,yes,no,no,no,43.0005,0.502418,hard,danger
1,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,20.0002,26.8062,easy,danger
1,no,no,straight,stop,same_direction,no,no,no,no,no,no,0.000164947,29.7802,normal,warning
1,no,yes,straight,stop,same_direction,no,no,no,no,no,no,24.6676,5.14196,hard,danger
2,no,yes,reverse,straight,same_direction,yes,no,no,no,no,no,27.3176,7.23763,normal,warning
1,yes,yes,turn left,stop,from_left,yes,no,yes,no,no,no,8.42478,17.9091,normal,warning
2,yes,no,reverse,stop,same_direction,no,no,no,no,no,no,14.5516,5.14712,hard,danger
2,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,50.0034,13.2466,normal,danger
2,yes,yes,turn left,straight,from_left,no,no,no,no,no,no,15.8621,13.996,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,59.0006,23.0236,hard,warning
3,yes,yes,straight,straight,same_direction,no,no,no,no,no,yes,4.02005,27.8609,hard,danger
1,no,yes,reverse,straight,same_direction,no,no,no,no,no,no,50.0006,5.45148,normal,warning
1,yes,no,turn_right,turn_right,from_right,no,no,no,no,yes,yes,0.000786457,9.72929,hard,danger
1,no,yes,straight,stop,same_direction,no,no,no,no,no,no,50.0,23.7321,hard,warning
3,yes,yes,straight,straight,from_left,no,no,no,no,no,yes,78.1294,52.6874,normal,warning
1,no,yes,straight,stop,same_direction,no,no,no,no,no,no,0.000169391,24.8599,hard,danger
2,yes,yes,straight,straight,opposite_direction,no,no,no,no,no,yes,38.3864,23.9849,normal,warning
1,yes,yes,straight,stop,from_right,no,yes,yes,no,no,yes,19.2602,26.4893,normal,warning
4,yes,no,straight,turn left,opposite_direction,no,no,yes,yes,no,no,21.4402,20.9963,hard,warning
2,no,yes,reverse,straight,opposite_direction,yes,no,yes,no,no,no,31.0044,14.3555,normal,danger
1,yes,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0,0.00712414,normal,danger
1,no,yes,straight,turn_right,from_left,no,no,no,no,no,no,29.7825,6.95699,hard,warning
1,yes,yes,straight,straight,opposite_direction,no,yes,yes,no,no,yes,17.9359,16.6268,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,19.9999,23.7288,easy,warning
2,no,yes,turn left,turn left,same_direction,no,no,no,no,no,no,50.0,22.7905,hard,danger
1,yes,yes,straight,straight,opposite_direction,no,no,no,no,no,no,11.904,23.8355,normal,warning
1,yes,yes,turn_right,straight,opposite_direction,no,no,no,no,no,no,50.0111,25.4992,normal,warning
2,yes,no,turn left,stop,opposite_direction,no,no,yes,no,no,no,28.2388,7.86037,easy,warning
2,yes,no,turn left,turn left,from_right,yes,no,no,no,no,no,22.0199,2.52443,hard,warning
2,yes,yes,turn left,turn_right,opposite_direction,no,no,yes,yes,no,yes,47.3305,24.8698,hard,warning
2,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0022,27.2839,hard,collision
1,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,30.9999,28.6657,easy,warning
1,yes,yes,straight,stop,from_left,yes,no,yes,no,no,yes,8.41065e-05,8.98826,hard,warning
4,yes,no,turn_right,turn_right,same_direction,no,no,no,yes,no,yes,30.0004,14.6982,hard,collision
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0012,18.0966,normal,warning
3,no,yes,straight,straight,same_direction,no,no,no,no,no,no,45.0086,9.95787,hard,danger
1,yes,yes,straight,turn_right,from_left,no,no,no,no,no,no,21.7761,2.23762,normal,warning
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,30.0,26.7454,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0005,15.1021,hard,danger
1,yes,yes,straight,straight,opposite_direction,no,no,no,no,no,no,16.795,18.5857,easy,danger
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,23.8134,28.5086,hard,warning
1,no,no,straight,stop,opposite_direction,no,no,yes,no,no,no,8.25539e-05,20.6645,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,50.0002,12.1787,hard,danger
1,yes,no,turn_right,stop,from_right,no,no,no,no,yes,yes,0.000147387,5.45475,hard,danger
1,yes,yes,turn left,straight,from_left,no,no,no,no,yes,no,49.0,2.12623,hard,warning
3,yes,yes,turn_right,straight,same_direction,no,no,no,no,no,yes,43.142,16.7056,hard,warning
1,no,no,straight,stop,opposite_direction,no,no,yes,no,no,no,0.00016559,22.7324,hard,warning
2,yes,yes,turn left,straight,from_left,no,no,no,no,no,no,20.0016,22.2334,hard,warning
3,no,yes,straight,straight,same_direction,no,no,no,no,no,no,52.8335,24.4212,normal,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,36.3776,16.2153,hard,warning
3,yes,yes,straight,stop,same_direction,no,no,yes,no,no,yes,4.86639,5.45057,hard,warning
2,yes,no,turn_right,straight,opposite_direction,no,no,yes,yes,no,yes,12.1525,30.9665,normal,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,20.0003,13.2647,normal,danger
4,yes,no,turn left,turn left,same_direction,no,no,no,no,no,no,30.002,27.1895,hard,danger
3,no,yes,straight,straight,same_direction,no,no,no,no,yes,yes,64.0,16.2413,hard,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0002,15.8271,hard,danger
3,yes,no,turn_right,turn_right,same_direction,yes,no,no,yes,yes,yes,14.7833,11.2011,normal,warning
1,no,yes,straight,straight,same_direction,yes,no,no,no,no,no,45.0003,54.38,normal,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,49.6834,15.3245,hard,warning
2,no,yes,reverse,straight,same_direction,no,no,no,no,no,no,23.009,16.5628,normal,warning
1,yes,yes,straight,stop,from_right,yes,yes,no,no,no,yes,9.17622e-05,16.4229,easy,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0,22.295,normal,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0012,18.0617,easy,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,24.5511,33.3698,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,20.0002,7.83684,easy,warning
1,yes,yes,stop,stop,same_direction,no,no,no,no,no,no,12.2923,0.068576,hard,warning
2,yes,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0171,19.1653,hard,danger
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0068,19.7072,hard,warning
1,no,yes,straight,stop,same_direction,no,no,no,no,no,no,7.60224e-06,25.7343,hard,danger
2,yes,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0127,19.3636,hard,danger
1,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,44.7651,22.8007,easy,danger
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.0001,11.8866,hard,danger
2,yes,yes,straight,turn_right,from_right,no,no,no,no,no,no,4.32003,9.8861,hard,warning
2,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,63.2979,10.6164,hard,warning
1,no,yes,straight,stop,opposite_direction,no,no,yes,no,no,no,6.04008,24.654,hard,warning
1,no,no,straight,turn left,same_direction,no,no,no,no,no,no,30.0,29.2971,normal,warning
1,no,yes,turn_right,straight,same_direction,no,no,no,no,no,no,50.0001,11.9197,normal,danger
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,37.0507,15.3245,hard,warning
1,yes,yes,straight,straight,opposite_direction,no,yes,no,no,no,yes,50.0015,41.0372,easy,danger
1,no,yes,straight,straight,opposite_direction,yes,no,yes,no,no,no,25.0008,5.3139,easy,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,19.9999,13.3167,hard,warning
2,yes,yes,straight,turn_right,from_left,no,no,yes,no,no,yes,14.0956,11.9405,hard,warning
2,yes,yes,straight,straight,same_direction,no,no,yes,no,no,no,50.0019,21.4874,normal,warning
2,yes,yes,turn left,straight,same_direction,no,no,no,no,no,no,50.0,23.6929,normal,warning
1,yes,yes,turn left,straight,opposite_direction,yes,no,no,no,yes,yes,9.93769,32.0686,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,60.0,34.9157,easy,danger
2,yes,no,turn left,stop,opposite_direction,no,no,yes,yes,no,yes,0.00592,16.3132,easy,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,0.000193643,19.296,hard,warning
1,no,yes,straight,stop,from_right,yes,no,no,no,yes,no,5.345566225866227,11.229886391415196,hard,collision
2,yes,yes,straight,straight,same_direction,no,no,no,no,yes,yes,52.07893253504069,18.163001627441847,normal,collision
1,yes,yes,straight,stop,from_left,yes,no,yes,no,no,yes,1.5515840413170916,9.91844042079109,hard,collision
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,48.79337631523705,9.775282915239295,normal,collision
1,no,yes,straight,stop,from_left,yes,no,yes,no,no,no,1.609966360069203,10.321304229848135,hard,collision
1,yes,yes,straight,turn_right,same_direction,no,no,no,no,yes,yes,50.0003416862309,7.523282456553881,normal,collision
1,yes,yes,straight,turn_right,same_direction,no,no,no,no,no,no,33.440110077978616,14.018034105333813,hard,collision
1,yes,yes,straight,stop,from_left,no,yes,yes,no,no,yes,13.099093129440687,26.4893,normal,collision
1,no,yes,straight,stop,from_right,yes,no,no,no,yes,no,0.3317294957788497,8.042591228614738,hard,collision
1,yes,yes,turn_right,stop,same_direction,no,yes,no,no,no,yes,21.20811412378432,47.393810657165076,hard,collision
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.00016696440126,13.62693860214873,hard,collision
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,47.56334405444981,14.479014338583431,hard,collision
1,yes,yes,turn_right,turn_right,same_direction,no,no,no,no,yes,yes,50.0,7.238722909593601,normal,collision
1,yes,yes,straight,stop,from_right,no,yes,yes,no,no,yes,11.963868773883238,19.847062493956738,normal,collision
1,yes,yes,stop,stop,same_direction,no,no,no,no,no,no,17.641661766327186,8.597546867239862,hard,collision
2,yes,yes,straight,stop,from_right,no,no,no,no,no,yes,12.993463842305477,61.49022566503125,normal,collision
1,yes,yes,straight,stop,from_left,yes,no,yes,no,no,yes,0.1910169503080481,10.78431185063692,hard,collision
1,no,yes,straight,stop,from_right,yes,no,no,no,yes,no,19.65229035288494,7.332412164514973,hard,collision
1,yes,yes,straight,turn_right,same_direction,no,no,no,no,no,no,40.46330776197777,13.91807228631697,hard,collision
1,yes,yes,straight,stop,from_left,yes,no,yes,no,no,yes,0.412383933998691,11.8217764033185,hard,collision
1,yes,yes,turn_right,turn_right,same_direction,no,no,no,no,yes,yes,49.7411041407899,16.06983379078167,normal,collision
1,yes,yes,straight,turn_right,same_direction,no,no,no,no,no,no,19.056705338424997,9.842563089837688,hard,collision
4,yes,yes,straight,turn_right,same_direction,no,no,no,no,yes,yes,30.000198899402356,12.880954449398617,hard,collision
1,yes,yes,straight,stop,same_direction,no,no,no,no,no,no,18.457683668222884,18.379864623693692,hard,collision
1,no,yes,straight,stop,from_right,no,no,no,no,yes,no,31.021759015544504,9.026504388718863,hard,collision
1,yes,yes,stop,straight,same_direction,no,no,no,no,no,no,21.44618760915337,8.289718342236812,hard,collision
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,40.86496410881028,11.869289014219504,hard,collision
1,no,yes,straight,turn_right,same_direction,no,no,no,no,no,no,22.506525734535778,11.904992249696623,hard,collision
1,yes,yes,straight,turn_right,same_direction,no,no,no,no,no,no,25.914000242252843,10.052430213773889,hard,collision
1,yes,yes,straight,stop,from_left,no,yes,yes,no,no,yes,9.336629442603325,26.4893,normal,collision
1,yes,yes,straight,stop,from_left,no,yes,yes,no,no,yes,7.118075658020993,25.54099859618028,normal,collision
1,yes,yes,straight,stop,from_right,no,yes,yes,no,no,yes,15.744268811618227,21.84970965469056,normal,collision
1,yes,yes,straight,turn_right,same_direction,no,no,no,no,no,yes,24.58487329124838,15.623240175809093,normal,collision
1,yes,yes,straight,stop,from_left,no,yes,yes,no,no,yes,5.308221163608525,21.429582090630692,normal,collision
1,yes,yes,straight,turn_right,same_direction,no,no,no,no,no,no,21.507171563777874,7.9463269994392896,hard,collision
1,yes,yes,straight,stop,from_right,no,no,no,no,no,yes,7.77612197461139,48.55056982869621,normal,collision
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,43.91897001464835,21.669215704744992,hard,collision
1,yes,yes,straight,turn_right,same_direction,no,no,no,no,no,yes,37.53217641012125,18.27187418734558,normal,collision
1,yes,yes,straight,stop,from_right,no,yes,yes,no,no,yes,18.01631132545217,11.724641561749923,normal,collision
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,39.08732925883115,18.24549714593418,hard,collision
1,yes,yes,straight,turn_right,same_direction,no,no,no,no,no,no,23.131217554962554,9.277196642187054,hard,collision
1,yes,yes,straight,turn_right,same_direction,no,no,no,no,no,no,57.950389175570095,10.626713558792275,hard,collision
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,43.05009213135792,12.26254573830353,hard,collision
1,yes,yes,straight,turn_right,same_direction,no,no,no,no,no,no,19.017732236014947,11.373538277891933,hard,collision
1,yes,yes,straight,turn_right,same_direction,no,no,no,no,no,no,25.128404253140687,10.379973274152347,hard,collision
1,yes,yes,straight,turn_right,same_direction,no,no,no,no,yes,yes,50.002371644063516,14.937803564153032,normal,collision
1,yes,yes,straight,turn_right,same_direction,no,no,no,no,no,no,21.9667919267892,10.894035778906462,hard,collision
1,yes,yes,straight,turn_right,same_direction,no,no,no,no,no,no,18.31086546400918,7.72769,hard,collision
1,no,yes,straight,stop,from_left,yes,no,yes,no,no,no,0.1448879414036462,10.214770691939428,hard,collision
1,yes,yes,straight,turn_right,same_direction,no,no,no,no,no,no,14.66243852316272,10.493783954582229,hard,collision
1,yes,yes,straight,stop,from_right,no,yes,yes,no,no,yes,7.4551214446995075,13.009389425545399,normal,collision
1,yes,yes,straight,stop,from_left,yes,no,yes,no,no,yes,6.446865660883796,11.99361584957588,hard,collision
1,yes,yes,straight,turn_right,same_direction,no,no,no,no,no,no,19.60564288355041,7.72769,hard,collision
1,yes,yes,straight,stop,from_left,yes,no,yes,no,no,yes,5.7438107237282585,12.937735245102473,hard,collision
1,yes,yes,straight,stop,from_left,no,yes,yes,no,no,yes,11.705774979192793,26.4893,normal,collision
2,yes,yes,turn_right,straight,same_direction,no,no,no,no,yes,yes,50.002510876577674,8.037541662362614,normal,collision
1,yes,yes,straight,stop,from_right,no,yes,yes,no,no,yes,8.64026562123798,13.361128487441455,normal,collision
1,yes,yes,straight,stop,from_left,no,yes,yes,no,no,yes,7.802247195833507,14.42393733576331,normal,collision
1,yes,yes,straight,stop,from_left,yes,no,yes,no,no,yes,1.24188006051493,7.327310127043662,hard,collision
1,yes,yes,stop,turn_right,same_direction,no,no,no,no,no,no,19.212217922764644,20.868860759310135,hard,collision
1,yes,yes,straight,straight,same_direction,no,no,no,no,no,yes,26.52524175584262,14.125151303654686,normal,collision
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,50.00070922118301,10.044370710969117,normal,collision
1,yes,yes,stop,turn_right,same_direction,no,no,no,no,no,no,17.198660377674077,8.08021498717821,hard,collision
1,yes,yes,stop,turn_right,same_direction,no,no,no,no,no,no,25.443657845027968,11.746889963412128,hard,collision
1,yes,yes,straight,straight,same_direction,no,no,no,no,no,no,19.09309651902945,9.894299075572498,hard,collision
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,40.10934909410878,12.257076095177156,hard,collision
1,yes,yes,turn left,turn_right,same_direction,no,no,no,no,yes,no,19.841265662638627,7.520023347202615,hard,collision
1,yes,yes,straight,stop,from_left,yes,no,yes,no,no,yes,4.030350939687436,9.779422829555493,hard,collision
1,no,yes,straight,straight,same_direction,no,no,no,no,no,yes,50.14399174831224,36.14458628225281,normal,collision
1,yes,yes,straight,turn_right,same_direction,no,no,no,no,no,no,24.23913191511601,9.585841801709174,hard,collision
2,yes,yes,turn_right,turn_right,same_direction,no,no,no,no,yes,yes,49.16314577157667,16.430050620721296,normal,collision
2,yes,yes,straight,turn_right,same_direction,no,no,no,no,yes,yes,41.936856252721995,18.176863747461347,normal,collision
1,yes,yes,stop,turn_right,same_direction,no,no,no,no,no,no,25.217314907440034,15.79357147687696,hard,collision
1,yes,yes,straight,turn_right,same_direction,no,no,no,no,yes,yes,50.005283339015264,15.334481561121303,normal,collision
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,42.74950609121919,18.50614952810585,hard,collision
2,yes,yes,straight,straight,same_direction,no,no,no,no,no,no,64.07113026155488,10.204586142841427,normal,collision
1,yes,yes,stop,turn_right,same_direction,no,no,no,no,yes,no,28.42652808820932,6.920073021143093,hard,collision
1,yes,yes,straight,stop,from_left,no,yes,yes,no,no,yes,19.400585467408437,8.051360849963405,normal,collision
1,yes,yes,straight,turn_right,from_right,no,no,no,no,no,yes,13.305294772917662,29.77584157484251,normal,collision
1,no,yes,straight,stop,from_right,yes,no,no,no,yes,no,21.76924470834475,7.25779902132596,hard,collision
1,yes,yes,straight,stop,from_left,yes,no,yes,no,no,yes,2.912354334274466,8.796284114364108,hard,collision
4,yes,yes,straight,turn_right,same_direction,no,no,no,no,yes,yes,30.000033655985998,11.387732317471103,hard,collision
1,yes,yes,straight,stop,from_left,yes,no,yes,no,no,yes,5.492749855234269,13.184118488195947,hard,collision
1,yes,yes,straight,turn_right,same_direction,no,no,no,no,no,no,33.24401839717949,14.147419385473603,hard,collision
1,no,yes,straight,stop,from_left,yes,no,yes,no,no,no,0.2342087133870145,8.727981829708755,hard,collision
3,yes,yes,straight,turn left,same_direction,no,no,no,no,yes,yes,29.968796243275097,11.13036056953443,hard,collision
1,yes,yes,straight,straight,same_direction,no,no,no,no,no,no,19.339230476680783,8.452654452721795,hard,collision
2,yes,yes,straight,turn_right,same_direction,no,no,no,no,no,no,27.749005797062544,15.67334855005811,hard,collision
1,no,yes,straight,turn_right,same_direction,no,no,no,no,no,no,23.55611775197639,16.116551726702557,hard,collision
1,yes,yes,turn_right,turn_right,same_direction,no,no,no,no,yes,yes,44.216758504022934,12.66561376202097,normal,collision
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,43.981053876038324,19.9966604038328,hard,collision
1,yes,yes,turn_right,stop,same_direction,no,no,no,no,no,yes,18.647688550959085,28.92873924690669,hard,collision
1,yes,yes,straight,stop,from_left,no,yes,yes,no,no,yes,10.165872537827658,22.891449520108132,normal,collision
1,yes,yes,reverse,stop,from_left,no,yes,yes,no,no,yes,11.529114845956894,24.170916013451464,normal,collision
1,yes,yes,straight,turn_right,same_direction,no,no,no,no,no,no,16.598008838697986,11.76697331737141,hard,collision
