row_id,current_date_time_min,current_date_time_mean,current_date_time_max,time_mean,time_min,time_max,user_id,lanes,is_intersection,is_two_way_street,bike_maneuver,sidewalk_climbs,running_red_light,drive_opposite_direction,bad_roundabout,driving_between_lanes,crossings_without_priority,is_bike_infringement,real_risk,risk,vehicle_id,vehicle_name,vehicle_position_x_mean,vehicle_position_y_mean,vehicle_position_z_mean,vehicle_position_x_min,vehicle_position_y_min,vehicle_position_z_min,vehicle_position_x_max,vehicle_position_y_max,vehicle_position_z_max,bike_position_x_mean,bike_position_y_mean,bike_position_z_mean,bike_position_x_min,bike_position_y_min,bike_position_z_min,bike_position_x_max,bike_position_y_max,bike_position_z_max,vehicle_speed_mean,vehicle_speed_min,vehicle_speed_max,distance_mean,distance_min,distance_max,bike_speed_mean,bike_speed_min,bike_speed_max
2024-06-28 17:22:0_vID-2718,2024-06-28 17:22:09,2024-06-28 17:22:09.000000000,2024-06-28 17:22:09,00:00:18.399840,00:00:17.987000,00:00:18.824000,642998,,,,,,,,,,,,warning,danger,-2718,SmallSedanBlue2(Clone)12,1075.9769772727273,16.28168227272727,655.3792886363636,1075.953,16.22248,652.7192,1076.003,16.34901,657.8079,1070.02,16.009227954545455,661.6672,1070.02,16.00922,661.6672,1070.02,16.00923,661.6672,21.404349999999997,19.58242,25.68715,7.225075045454545,5.580863,9.269464,0.00030869708409090907,0.000154986,0.0005967179
2024-06-28 17:22:0_vID-2912,2024-06-28 17:22:06,2024-06-28 17:22:06.771428608,2024-06-28 17:22:08,00:00:16.180642,00:00:15.482000,00:00:16.861000,642998,,,,,,,,,,,,danger,danger,-2912,SmallSedanBlue2(Clone)13,1071.9012,16.11128257142857,663.0921585714285,1071.81,15.93017,653.5704,1071.995,16.32659,672.4485,1070.02,16.009206714285714,661.66728,1070.02,16.00908,661.6671,1070.02,16.00931,661.6674,49.20801985714286,46.08653,50.00037,3.951318651428571,0.401352,9.429129,0.0035330962685714284,0.0005007528,0.01223815
2024-06-28 17:22:0_vID-3300,2024-06-28 17:22:07,2024-06-28 17:22:08.401869312,2024-06-28 17:22:09,00:00:17.769869,00:00:16.694000,00:00:18.824000,642998,,,,,,,,,,,,warning,danger,-3300,SmallSedanGreen1(Clone)15,1075.9492149532712,16.215950841121494,658.1879392523365,1075.892,16.08757,652.6971,1076.003,16.34928,663.9418,1070.02,16.009229626168224,661.6672,1070.02,16.00921,661.6672,1070.02,16.00925,661.6672,19.080481028037383,17.30189,20.00014,5.970302803738318,4.395659,9.287922,0.0005830870261682243,0.000143181,0.001890847
2024-06-28 17:22:0_vID-390,2024-06-28 17:22:04,2024-06-28 17:22:04.500000000,2024-06-28 17:22:05,00:00:13.832244,00:00:12.995000,00:00:14.675000,642998,,,,,,,,,,,,warning,warning,-390,OriginalSmallSedan(Clone)0,1075.8862441860465,16.074212209302328,664.5962174418605,1075.851,16.00368,661.3038,1075.919,16.13984,668.2197,1070.02,16.015971279069767,661.6672837209303,1070.02,15.97815,661.6656,1070.02,16.14,661.67,14.62143523255814,12.5,16.74481,5.3049068139534885,4.395023,7.271235,0.5044024440930233,0.0,4.31465
2024-06-28 17:22:0_vID-4658,2024-06-28 17:22:04,2024-06-28 17:22:05.344827392,2024-06-28 17:22:06,00:00:14.634206,00:00:13.754000,00:00:15.522000,642998,,,,,,,,,,,,danger,danger,-4658,SmallSedanRed(Clone)22,1071.89591954023,16.099825977011495,663.6654379310345,1071.808,15.92754,653.5358,1071.995,16.32778,672.5767,1070.02,16.009006666666668,661.6673264367815,1070.02,16.00553,661.6666,1070.02,16.01,661.6683,39.76811137931035,32.02594,47.51178,4.098636803448276,0.3997961,9.554921,0.0336234743770115,0.0003522424,0.1065626
2024-06-28 17:22:0_vID-778,2024-06-28 17:22:06,2024-06-28 17:22:07.537974784,2024-06-28 17:22:09,00:00:16.880443,00:00:15.314000,00:00:18.448000,642998,,,,,,,,,,,,warning,danger,-778,SmallSedanGreen1(Clone)2,1075.9314556962026,16.17596272151899,660.0294575949367,1075.851,16.00437,652.7494,1076.003,16.34764,668.1652,1070.02,16.009226772151898,661.6672335443038,1070.02,16.00908,661.6671,1070.02,16.00946,661.6674,17.65581569620253,14.58131,20.00007,5.980302443037974,4.396516,9.24424,0.002486477652531646,0.000143181,0.0131272
2024-06-28 17:22:1_vID-2718,2024-06-28 17:22:10,2024-06-28 17:22:10.473684224,2024-06-28 17:22:11,00:00:19.791620,00:00:18.864000,00:00:20.743000,642998,,,,,,,,,,,,warning,warning,-2718,SmallSedanBlue2(Clone)12,1075.9000947368422,16.10634063157895,663.0969010526316,1075.849,16.00257,657.9175,1075.952,16.21987,668.274,1070.018294736842,16.008439894736842,661.7090568421053,1070.016,16.00615,661.6672,1070.02,16.00923,661.7676,19.829089894736843,19.4684,20.00001,5.197446957894736,4.396716,7.238142,0.2517031376863158,0.0002056916,1.258088
2024-06-28 17:22:1_vID-3300,2024-06-28 17:22:10,2024-06-28 17:22:10.000000000,2024-06-28 17:22:10,00:00:19.231589,00:00:18.864000,00:00:19.615000,642998,,,,,,,,,,,,warning,warning,-3300,SmallSedanGreen1(Clone)15,1075.8700256410254,16.042690256410253,666.1533205128205,1075.849,16.00292,664.0526,1075.891,16.08525,668.2515,1070.0195641025641,16.009115128205128,661.6801205128205,1070.018,16.00868,661.6672,1070.02,16.00923,661.7193,19.889028205128206,19.56763,20.00012,5.931252615384615,4.837403,7.256409,0.23973716462051284,0.0002056916,1.137031
2024-06-28 17:22:2_vID-2524,2024-06-28 17:22:26,2024-06-28 17:22:26.363636480,2024-06-28 17:22:27,00:00:35.689981,00:00:35.155000,00:00:36.241000,642998,,,,,,,,,,,,danger,danger,-2524,OriginalSmallSedan(Clone)11,1071.7742545454546,15.883315454545455,676.0009109090909,1071.701,15.78769,668.5147,1071.848,15.99778,683.4855,1069.6295818181818,15.773518000000001,674.6749272727272,1069.572,15.74532,672.6921,1069.681,15.80336,676.7285,49.90546745454545,49.63345,50.0002,4.079520747272728,0.6649969,9.480829,13.450590181818182,12.72521,14.16184
2024-06-28 17:22:3_vID-1166,2024-06-28 17:22:31,2024-06-28 17:22:31.720930048,2024-06-28 17:22:33,00:00:41.080023,00:00:40.213000,00:00:41.926000,642998,,,,,,,,,,,,danger,danger,-1166,SmallSedanGrey(Clone)4,1071.527465116279,15.68955895348837,701.4117906976744,1071.481,15.68308,696.6934,1071.574,15.70111,706.1303,1069.0271744186045,15.569257906976743,700.0174081395348,1068.924,15.56135,695.3318,1069.129,15.58223,704.8442,19.986361162790697,19.86667,20.00001,4.232763046511628,1.026274,9.552038,20.138042325581395,19.21152,21.02908
2024-06-28 17:22:3_vID-1748,2024-06-28 17:22:34,2024-06-28 17:22:34.731707136,2024-06-28 17:22:36,00:00:44.100646,00:00:43.303000,00:00:44.892000,642998,,,,,,,,,,,,danger,danger,-1748,SmallSedanWhite(Clone)7,1071.3408780487805,15.692783170731706,719.7151609756097,1071.296,15.68853,715.4091,1071.385,15.69662,723.7852,1068.6515,15.568241707317073,718.1901060975609,1068.577,15.56307,713.0435,1068.751,15.57334,723.4453,18.595445853658536,16.98455,20.0,4.330638914634147,1.227817,9.540063,23.112146585365856,22.35896,23.81955
2024-06-28 17:22:3_vID-1942,2024-06-28 17:22:39,2024-06-28 17:22:39.000000000,2024-06-28 17:22:39,00:00:48.371957,00:00:47.904000,00:00:48.824000,642998,,,,,,,,,,,,warning,danger,-1942,SmallSedanYellow1(Clone)8,1072.1227872340426,15.601512127659575,752.7008765957447,1071.865,15.60146,752.653,1072.184,15.60156,752.7122,1065.753744680851,15.578119787234044,746.9281106382979,1063.786,15.57685,744.0118,1067.27,15.57955,749.501,1.2448280471170212,0.0001429435,4.500144,7.291408978723404,6.840377,8.492022,25.782207659574468,25.3431,26.02699
2024-06-28 17:22:3_vID-2718,2024-06-28 17:22:32,2024-06-28 17:22:33.539130368,2024-06-28 17:22:35,00:00:42.850417,00:00:41.716000,00:00:43.974000,642998,,,,,,,,,,,,warning,warning,-2718,SmallSedanBlue2(Clone)12,1075.447,15.68421,709.423,1075.447,15.68421,709.423,1075.447,15.68421,709.423,1068.806339130435,15.562532695652175,710.3952991304349,1068.657,15.56004,703.5657,1068.95,15.56763,717.4562,0.0001298902695652174,0.000122653,0.0001349665,6.265990765217391,5.120282,9.018932,21.928357826086955,20.80324,23.0201
2024-06-28 17:22:3_vID-3300,2024-06-28 17:22:33,2024-06-28 17:22:34.225225216,2024-06-28 17:22:35,00:00:43.570206,00:00:42.469000,00:00:44.681000,642998,,,,,,,,,,,,warning,warning,-3300,SmallSedanGreen1(Clone)15,1075.403,15.68688,713.8363000000002,1075.403,15.68688,713.8363,1075.403,15.68688,713.8363,1068.7127927927927,15.565326486486487,714.8471810810811,1068.577,15.56038,708.0396,1068.856,15.57182,721.8651,2.120639990990991e-05,1.809547e-05,2.211074e-05,6.304569684684685,5.16848,9.036365,22.61888990990991,21.56675,23.60858
2024-06-28 17:22:3_vID-390,2024-06-28 17:22:36,2024-06-28 17:22:37.910828032,2024-06-28 17:22:39,00:00:47.271834,00:00:45.726000,00:00:48.824000,642998,,,,,,,,,,,,warning,warning,-390,OriginalSmallSedan(Clone)0,1074.0056050955413,15.642103757961783,741.7032235668789,1072.092,15.59054,734.98,1075.188,15.72908,746.876,1067.8426178343948,15.577909108280254,739.526850955414,1063.786,15.57659,728.8159,1069.254,15.57955,749.501,14.42942652866242,3.113812,19.61641,5.415994363057325,4.556198,7.275421,25.429149299363058,24.57781,26.02699
2024-06-28 17:22:3_vID-4464,2024-06-28 17:22:39,2024-06-28 17:22:38.999999744,2024-06-28 17:22:39,00:00:48.781166,00:00:48.738000,00:00:48.824000,642998,,,,,,,,,,,,warning,danger,-4464,SmallSedanPurple(Clone)21,1053.363,15.72811,749.0387,1053.363,15.72811,749.0387,1053.363,15.72811,749.0387,1064.0508333333335,15.57781,749.273,1063.786,15.57741,749.0395,1064.312,15.57821,749.501,0.00016375148333333336,0.0001602894,0.0001686412,9.192791666666666,8.934186,9.449757,25.385199999999998,25.3431,25.45378
2024-06-28 17:22:3_vID-778,2024-06-28 17:22:34,2024-06-28 17:22:35.138461696,2024-06-28 17:22:36,00:00:44.500930,00:00:43.220000,00:00:45.810000,642998,,,,,,,,,,,,warning,warning,-778,SmallSedanGreen1(Clone)2,1075.3497923076923,15.692376692307693,719.2499892307693,1075.335,15.69147,718.3088,1075.359,15.69383,720.8027,1068.7061153846155,15.570448384615386,720.8192923076923,1068.577,15.56269,712.5474,1068.975,15.57683,729.3621,3.4600711284615384,0.8800635,6.04008,6.424389346153846,5.224854,9.164249,23.470846615384616,22.2823,24.654
2024-06-28 17:22:4_vID-1360,2024-06-28 17:22:41,2024-06-28 17:22:42.362745088,2024-06-28 17:22:43,00:00:51.716058,00:00:50.692000,00:00:52.712000,642998,,,,,,,,,,,,warning,danger,-1360,SmallSedanPurple(Clone)5,1042.428,15.90132,749.0596,1042.428,15.90132,749.0596,1042.428,15.90132,749.0596,1044.2824019607842,15.75110225490196,755.3713735294117,1036.912,15.61588,754.7816,1051.614,15.95634,755.8337,0.00014104923921568627,0.0001322361,0.0001484043,6.267568137254902,4.939489,9.325989,26.291380588235295,25.98684,26.40713
2024-06-28 17:22:4_vID-1942,2024-06-28 17:22:40,2024-06-28 17:22:40.000000000,2024-06-28 17:22:40,00:00:49.203055,00:00:48.865000,00:00:49.535000,642998,,,,,,,,,,,,warning,warning,-1942,SmallSedanYellow1(Clone)8,1071.1979444444446,15.601524444444445,752.4571722222222,1070.397,15.60151,752.127,1071.839,15.60154,752.6479,1061.6674166666667,15.578836111111112,751.0436888888888,1059.562,15.5759,749.5892,1063.677,15.58459,752.3828,7.830140194444444,4.680144,10.98013,8.197069055555556,7.216192,9.337505,25.57670277777778,25.35204,25.74048
2024-06-28 17:22:4_vID-2330,2024-06-28 17:22:40,2024-06-28 17:22:41.557522176,2024-06-28 17:22:43,00:00:50.889699,00:00:49.785000,00:00:52.028000,642998,,,,,,,,,,,,warning,danger,-2330,OriginalSmallSedan(Clone)10,1047.8182743362834,15.788765752212388,749.0499,1047.803,15.78659,749.0499,1047.955,15.78901,749.0499,1050.2600442477876,15.64863424778761,754.6676115044248,1042.172,15.5836,752.954,1058.114,15.78746,755.522,0.24313145422389382,0.0001484043,1.664187,6.123231265486726,4.591186,9.526975,26.095430619469028,25.56239,26.40713
2024-06-28 17:22:4_vID-2912,2024-06-28 17:22:47,2024-06-28 17:22:47.000000000,2024-06-28 17:22:47,00:00:56.499967,00:00:56.193000,00:00:56.791000,642998,,,,,,,,,,,,warning,danger,-2912,SmallSedanBlue2(Clone)13,1008.9590967741935,17.123990322580646,749.1233806451612,1005.57,17.0598,749.1169,1012.444,17.1812,749.1297,1010.2278709677419,16.982461612903226,756.6522,1008.135,16.93987,756.6342,1012.317,17.01609,756.6678,41.21932161290323,39.32812,43.11777,6.786372580645161,6.037224,8.593885,25.07910483870968,24.99078,25.20258
2024-06-28 17:22:4_vID-3106,2024-06-28 17:22:48,2024-06-28 17:22:48.666666496,2024-06-28 17:22:49,00:00:57.968000,00:00:57.667000,00:00:58.292000,642998,,,,,,,,,,,,warning,danger,-3106,SmallSedanGreen1(Clone)14,998.5520333333334,17.224476666666668,749.1411484848485,995.3438,17.20793,749.1365,1001.901,17.23697,749.1451,999.9043727272726,17.096866363636366,756.7052272727273,997.5906,17.08327,756.6979,1002.203,17.10786,756.7119,36.810008787878786,34.34526,39.2739,6.838626393939394,6.067734,8.70348,25.931079696969697,25.68874,26.1881
2024-06-28 17:22:4_vID-390,2024-06-28 17:22:40,2024-06-28 17:22:40.000000000,2024-06-28 17:22:40,00:00:49.003937,00:00:48.865000,00:00:49.156000,642998,,,,,,,,,,,,warning,warning,-390,OriginalSmallSedan(Clone)0,1072.0215,15.60144,746.97685625,1071.969,15.60103,746.8902,1072.083,15.60226,747.0499,1062.83725,15.576340625,750.2296249999999,1061.98,15.5759,749.5892,1063.677,15.57725,750.8589,2.395062375,1.780479,3.113812,8.24461575,7.328142,9.190292,25.457178125,25.35204,25.57729
2024-06-28 17:22:4_vID-4464,2024-06-28 17:22:40,2024-06-28 17:22:40.660714240,2024-06-28 17:22:42,00:00:49.961794,00:00:48.865000,00:00:51.068000,642998,,,,,,,,,,,,warning,danger,-4464,SmallSedanPurple(Clone)21,1053.9404196428573,15.724676696428572,749.0377642857142,1053.363,15.71665,749.0351,1055.304,15.72811,749.0387,1056.6776785714285,15.595234196428573,753.0546348214285,1049.024,15.5759,749.5892,1063.677,15.64658,755.0586,3.1185759563839284,0.000160343,7.055489,5.4015527500000005,3.489885,8.830115,25.783257767857144,25.35204,26.1531
2024-06-28 17:22:4_vID-584,2024-06-28 17:22:46,2024-06-28 17:22:46.193548288,2024-06-28 17:22:47,00:00:55.641999,00:00:55.329000,00:00:55.941000,642998,,,,,,,,,,,,warning,danger,-584,SmallSedanBlue2(Clone)1,1014.7464516129032,16.99004548387097,749.1122064516129,1011.344,16.88155,749.1058,1018.23,17.08224,749.1187,1016.2026451612903,16.827579354838708,756.5806677419355,1014.122,16.76315,756.5446,1018.287,16.88727,756.6128,41.31492709677419,39.81549,42.8283,6.759149,5.981099,8.671048,24.998890322580646,24.99313,25.02549
2024-06-28 17:22:4_vID-6016,2024-06-28 17:22:43,2024-06-28 17:22:43.720430336,2024-06-28 17:22:45,00:00:53.079419,00:00:52.181000,00:00:54.006000,642998,,,,,,,,,,,,warning,danger,-6016,SmallSedanYellow2(Clone)29,1032.584,16.259625698924733,749.0781999999999,1032.584,16.25957,749.0782,1032.584,16.25966,749.0782,1034.3133870967742,16.074264516129034,755.9608344086022,1027.691,15.82374,755.5881,1041.0,16.36282,756.2737,0.00015266994516129032,0.0001337887,0.0001665533,6.533887419354839,5.481565,9.149194,26.10476107526882,25.64208,26.38467
2024-06-28 17:22:4_vID-972,2024-06-28 17:22:42,2024-06-28 17:22:43.124999936,2024-06-28 17:22:44,00:00:52.471999,00:00:51.515000,00:00:53.422000,642998,,,,,,,,,,,,warning,danger,-972,SmallSedanGreen2(Clone)3,1037.001,16.074061979166668,749.0705000000002,1037.001,16.07376,749.0705,1037.001,16.07436,749.0705,1038.7436041666667,15.908407395833335,755.7209895833333,1031.841,15.70094,755.3135,1045.68,16.17163,756.0995,0.00037150589375,0.0001371615,0.00143859,6.4062211145833325,5.247004,9.19753,26.288568125,25.98095,26.40713
2024-06-28 17:22:5_vID-4270,2024-06-28 17:22:50,2024-06-28 17:22:50.473684224,2024-06-28 17:22:51,00:00:59.796447,00:00:59.422000,00:01:00.173000,642998,,,,,,,,,,,,warning,danger,-4270,SmallSedanPurple(Clone)20,984.9933131578948,17.153434999999998,748.9735631578948,982.3986,17.13807,748.774,987.7105,17.23146,749.0936,986.3098842105263,17.116435,756.6963763157895,983.4758,17.11596,756.561,989.1302,17.11666,756.7394,25.854837894736843,24.33884,28.44526,6.945545842105264,6.171619,8.924664,27.528572368421052,27.23965,27.81021
