currentDateTime,time,userId,risk,distance,vehicleId,vehicleName,vehiclePositionX,vehiclePositionY,vehiclePositionZ,vehicleSpeed,bikePositionX,bikePositionY,bikePositionZ,bikeSpeed
2024-06-28 17:47:37,00:00:07.630,749743,warning,5.874164,-4852,SmallSedanRed(Clone)23,1075.959,16.22691,657.2992,25,1070.02,16.14,661.67,0
2024-06-28 17:47:37,00:00:07.795,749743,warning,5.791077,-4852,SmallSedanRed(Clone)23,1075.957,16.22435,657.439,25.17929,1070.02,16.13608,661.67,0.70632
2024-06-28 17:47:37,00:00:07.823,749743,warning,5.709304,-4852,SmallSedanRed(Clone)23,1075.956,16.22144,657.5797,25.35858,1070.02,16.12823,661.67,1.41264
2024-06-28 17:47:37,00:00:07.825,749743,warning,5.628856,-4852,SmallSedanRed(Clone)23,1075.955,16.21862,657.7214,25.5379,1070.02,16.11646,661.67,2.11896
2024-06-28 17:47:37,00:00:07.853,749743,warning,5.549817,-4852,SmallSedanRed(Clone)23,1075.953,16.21583,657.8641,25.71724,1070.02,16.10076,661.67,2.82528
2024-06-28 17:47:37,00:00:07.886,749743,warning,5.472386,-4852,SmallSedanRed(Clone)23,1075.952,16.21311,658.0077,25.89656,1070.02,16.08114,661.67,3.5316
2024-06-28 17:47:37,00:00:07.913,749743,warning,5.396693,-4852,SmallSedanRed(Clone)23,1075.95,16.21041,658.1523,26.07586,1070.02,16.0582,661.67,4.129492
2024-06-28 17:47:37,00:00:07.916,749743,warning,5.322556,-4852,SmallSedanRed(Clone)23,1075.949,16.20771,658.298,26.25513,1070.02,16.03424,661.6696,4.314773
2024-06-28 17:47:37,00:00:07.931,749743,warning,5.250229,-4852,SmallSedanRed(Clone)23,1075.947,16.20485,658.4446,26.43436,1070.02,16.01297,661.6689,3.83444
2024-06-28 17:47:37,00:00:07.934,749743,warning,5.179834,-4852,SmallSedanRed(Clone)23,1075.946,16.20204,658.5923,26.61358,1070.02,15.99506,661.6684,3.229281
2024-06-28 17:47:37,00:00:07.955,749743,warning,5.111484,-4852,SmallSedanRed(Clone)23,1075.944,16.19903,658.741,26.79278,1070.02,15.98091,661.6678,2.554675
2024-06-28 17:47:37,00:00:07.973,749743,warning,5.045009,-4852,SmallSedanRed(Clone)23,1075.943,16.196,658.8906,26.972,1070.02,15.97829,661.6672,0.807667
2024-06-28 17:47:37,00:00:08.011,749743,warning,4.980841,-4852,SmallSedanRed(Clone)23,1075.941,16.19284,659.0414,27.15123,1070.02,15.97631,661.6666,0.503535
2024-06-28 17:47:37,00:00:08.028,749743,warning,4.919171,-4852,SmallSedanRed(Clone)23,1075.94,16.18954,659.1932,27.33049,1070.02,15.97658,661.6661,0.3440775
2024-06-28 17:47:37,00:00:08.031,749743,warning,4.860135,-4852,SmallSedanRed(Clone)23,1075.938,16.1861,659.3461,27.50978,1070.02,15.97871,661.6656,0.4989702
2024-06-28 17:47:37,00:00:08.064,749743,warning,4.803739,-4852,SmallSedanRed(Clone)23,1075.937,16.18251,659.5,27.68911,1070.02,15.98223,661.6651,0.6993594
2024-06-28 17:47:37,00:00:08.082,749743,warning,4.750486,-4852,SmallSedanRed(Clone)23,1075.935,16.17881,659.6549,27.86849,1070.02,15.9867,661.6648,0.8458462
2024-06-28 17:47:37,00:00:08.099,749743,warning,4.700229,-4852,SmallSedanRed(Clone)23,1075.934,16.17501,659.8109,28.04791,1070.02,15.99168,661.6645,0.9236574
