currentDateTime,time,userId,risk,distance,vehicleId,vehicleName,vehiclePositionX,vehiclePositionY,vehiclePositionZ,vehicleSpeed,bikePositionX,bikePositionY,bikePositionZ,bikeSpeed
2024-06-28 15:04:13,00:00:13.288,199081,warning,5.399479,-3300,SmallSedanPurple(Clone)15,1075.88,16.05311,665.311,25,1070.02,16.14,661.67,0
2024-06-28 15:04:13,00:00:13.288,199081,danger,8.823071,-584,SmallSedanBlue2(Clone)1,1075.998,16.33255,653.2561,13,1070.02,16.14,661.67,0
2024-06-28 15:04:13,00:00:13.295,199081,warning,5.473099,-3300,SmallSedanPurple(Clone)15,1075.879,16.05103,665.4508,25.17555,1070.02,16.13608,661.67,0.70632
2024-06-28 15:04:13,00:00:13.295,199081,danger,8.763673,-584,SmallSedanBlue2(Clone)1,1075.997,16.33088,653.3286,13.05182,1070.02,16.13608,661.67,0.70632
2024-06-28 15:04:13,00:00:13.430,199081,warning,5.549221,-3300,SmallSedanPurple(Clone)15,1075.877,16.04901,665.5916,25.35115,1070.02,16.12823,661.67,1.41264
2024-06-28 15:04:13,00:00:13.430,199081,danger,8.704374,-584,SmallSedanBlue2(Clone)1,1075.996,16.32923,653.4013,13.10367,1070.02,16.12823,661.67,1.41264
2024-06-28 15:04:13,00:00:13.458,199081,warning,5.6278,-3300,SmallSedanPurple(Clone)15,1075.876,16.04671,665.7332,25.52675,1070.02,16.11646,661.67,2.11896
2024-06-28 15:04:13,00:00:13.458,199081,danger,8.645039,-584,SmallSedanBlue2(Clone)1,1075.996,16.32754,653.4744,13.15556,1070.02,16.11646,661.67,2.11896
2024-06-28 15:04:13,00:00:13.490,199081,warning,5.708856,-3300,SmallSedanPurple(Clone)15,1075.875,16.04446,665.8759,25.70236,1070.02,16.10076,661.67,2.82528
2024-06-28 15:04:13,00:00:13.490,199081,danger,8.585732,-584,SmallSedanBlue2(Clone)1,1075.995,16.32585,653.5477,13.20746,1070.02,16.10076,661.67,2.82528
2024-06-28 15:04:13,00:00:13.522,199081,warning,5.792289,-3300,SmallSedanPurple(Clone)15,1075.873,16.04224,666.0195,25.87798,1070.02,16.08114,661.67,3.5316
2024-06-28 15:04:13,00:00:13.522,199081,danger,8.52658,-584,SmallSedanBlue2(Clone)1,1075.994,16.32415,653.6213,13.25939,1070.02,16.08114,661.67,3.5316
2024-06-28 15:04:13,00:00:13.523,199081,warning,5.878165,-3300,SmallSedanPurple(Clone)15,1075.872,16.04001,666.1641,26.05361,1070.02,16.0582,661.67,4.129492
2024-06-28 15:04:13,00:00:13.524,199081,danger,8.467494,-584,SmallSedanBlue2(Clone)1,1075.994,16.32244,653.6952,13.31135,1070.02,16.0582,661.67,4.129492
2024-06-28 15:04:13,00:00:13.539,199081,warning,5.966895,-3300,SmallSedanPurple(Clone)15,1075.87,16.03769,666.3097,26.22925,1070.02,16.03424,661.6696,4.314773
2024-06-28 15:04:13,00:00:13.539,199081,danger,8.408049,-584,SmallSedanBlue2(Clone)1,1075.993,16.32069,653.7693,13.36332,1070.02,16.03424,661.6696,4.314773
2024-06-28 15:04:13,00:00:13.563,199081,warning,6.05812,-3300,SmallSedanPurple(Clone)15,1075.869,16.03539,666.4562,26.40491,1070.02,16.01297,661.6689,3.83444
2024-06-28 15:04:13,00:00:13.563,199081,danger,8.348387,-584,SmallSedanBlue2(Clone)1,1075.992,16.31893,653.8439,13.41532,1070.02,16.01297,661.6689,3.83444
2024-06-28 15:04:13,00:00:13.580,199081,warning,6.151747,-3300,SmallSedanPurple(Clone)15,1075.867,16.03302,666.6038,26.58059,1070.02,15.99506,661.6684,3.229281
2024-06-28 15:04:13,00:00:13.580,199081,danger,8.288719,-584,SmallSedanBlue2(Clone)1,1075.991,16.31713,653.9186,13.46731,1070.02,15.99506,661.6684,3.229281
2024-06-28 15:04:13,00:00:13.597,199081,warning,6.247722,-3300,SmallSedanPurple(Clone)15,1075.866,16.03056,666.7524,26.7563,1070.02,15.98091,661.6678,2.554675
2024-06-28 15:04:13,00:00:13.597,199081,danger,8.228926,-584,SmallSedanBlue2(Clone)1,1075.991,16.31532,653.9937,13.51931,1070.02,15.98091,661.6678,2.554675
2024-06-28 15:04:13,00:00:13.613,199081,warning,6.346025,-3300,SmallSedanPurple(Clone)15,1075.864,16.02802,666.902,26.93204,1070.02,15.97829,661.6672,0.807667
2024-06-28 15:04:13,00:00:13.614,199081,danger,8.168673,-584,SmallSedanBlue2(Clone)1,1075.99,16.31347,654.0691,13.57131,1070.02,15.97829,661.6672,0.807667
2024-06-28 15:04:13,00:00:13.630,199081,warning,6.446651,-3300,SmallSedanPurple(Clone)15,1075.863,16.02537,667.0526,27.10782,1070.02,15.97631,661.6666,0.503535
2024-06-28 15:04:13,00:00:13.630,199081,danger,8.108334,-584,SmallSedanBlue2(Clone)1,1075.989,16.31159,654.1448,13.6233,1070.02,15.97631,661.6666,0.503535
2024-06-28 15:04:13,00:00:13.648,199081,warning,6.549435,-3300,SmallSedanPurple(Clone)15,1075.861,16.02262,667.2042,27.28364,1070.02,15.97658,661.6661,0.3440775
2024-06-28 15:04:13,00:00:13.648,199081,danger,8.048049,-584,SmallSedanBlue2(Clone)1,1075.988,16.30969,654.2208,13.6753,1070.02,15.97658,661.6661,0.3440775
2024-06-28 15:04:13,00:00:13.664,199081,warning,6.654476,-3300,SmallSedanPurple(Clone)15,1075.86,16.01978,667.3568,27.45948,1070.02,15.97871,661.6656,0.4989702
2024-06-28 15:04:13,00:00:13.664,199081,danger,7.987744,-584,SmallSedanBlue2(Clone)1,1075.988,16.30777,654.297,13.7273,1070.02,15.97871,661.6656,0.4989702
2024-06-28 15:04:13,00:00:13.685,199081,warning,6.761708,-3300,SmallSedanPurple(Clone)15,1075.858,16.01687,667.5104,27.63534,1070.02,15.98223,661.6651,0.6993594
2024-06-28 15:04:13,00:00:13.685,199081,danger,7.927347,-584,SmallSedanBlue2(Clone)1,1075.987,16.30584,654.3736,13.77929,1070.02,15.98223,661.6651,0.6993594
2024-06-28 15:04:13,00:00:13.720,199081,warning,6.870975,-3300,SmallSedanPurple(Clone)15,1075.857,16.01388,667.665,27.8112,1070.02,15.9867,661.6648,0.8458462
2024-06-28 15:04:13,00:00:13.720,199081,danger,7.867119,-584,SmallSedanBlue2(Clone)1,1075.986,16.3039,654.4504,13.83129,1070.02,15.9867,661.6648,0.8458462
2024-06-28 15:04:13,00:00:13.722,199081,warning,6.982295,-3300,SmallSedanPurple(Clone)15,1075.855,16.01083,667.8206,27.98708,1070.02,15.99168,661.6645,0.9236574
2024-06-28 15:04:13,00:00:13.722,199081,danger,7.806894,-584,SmallSedanBlue2(Clone)1,1075.985,16.30195,654.5276,13.8833,1070.02,15.99168,661.6645,0.9236574
2024-06-28 15:04:13,00:00:13.751,199081,warning,7.095634,-3300,SmallSedanPurple(Clone)15,1075.854,16.00781,667.9772,28.16298,1070.02,15.99677,661.6644,0.9356209
2024-06-28 15:04:13,00:00:13.751,199081,danger,7.746881,-584,SmallSedanBlue2(Clone)1,1075.985,16.3,654.605,13.9353,1070.02,15.99677,661.6644,0.9356209
2024-06-28 15:04:13,00:00:13.767,199081,warning,7.211007,-3300,SmallSedanPurple(Clone)15,1075.852,16.00472,668.1348,28.33889,1070.02,16.00166,661.6642,0.8897554
2024-06-28 15:04:13,00:00:13.767,199081,danger,7.686863,-584,SmallSedanBlue2(Clone)1,1075.984,16.29805,654.6827,13.9873,1070.02,16.00166,661.6642,0.8897554
2024-06-28 15:04:13,00:00:13.787,199081,danger,7.627043,-584,SmallSedanBlue2(Clone)1,1075.983,16.29611,654.7607,14.0393,1070.02,16.00608,661.6642,0.8005499
2024-06-28 15:04:13,00:00:13.817,199081,danger,7.56734,-584,SmallSedanBlue2(Clone)1,1075.983,16.29416,654.8389,14.09131,1070.02,16.00985,661.6642,0.6802285
2024-06-28 15:04:13,00:00:13.842,199081,danger,7.507767,-584,SmallSedanBlue2(Clone)1,1075.982,16.29223,654.9175,14.14331,1070.02,16.01286,661.6642,0.5427523
2024-06-28 15:04:13,00:00:13.843,199081,warning,7.44833,-584,SmallSedanBlue2(Clone)1,1075.981,16.29031,654.9964,14.19532,1070.02,16.01507,661.6644,0.4016616
2024-06-28 15:04:13,00:00:13.872,199081,warning,7.389039,-584,SmallSedanBlue2(Clone)1,1075.98,16.2884,655.0755,14.24733,1070.02,16.0165,661.6646,0.2734025
2024-06-28 15:04:13,00:00:13.887,199081,warning,7.329945,-584,SmallSedanBlue2(Clone)1,1075.98,16.28649,655.1549,14.29933,1070.02,16.01719,661.6648,0.1823677
2024-06-28 15:04:13,00:00:13.905,199081,warning,7.271008,-584,SmallSedanBlue2(Clone)1,1075.979,16.28459,655.2346,14.35134,1070.02,16.01726,661.6651,0.1643568
2024-06-28 15:04:13,00:00:13.939,199081,warning,7.212235,-584,SmallSedanBlue2(Clone)1,1075.978,16.2827,655.3146,14.40335,1070.02,16.01681,661.6654,0.2055739
