currentDateTime,time,userId,risk,distance,vehicleId,vehicleName,vehiclePositionX,vehiclePositionY,vehiclePositionZ,vehicleSpeed,bikePositionX,bikePositionY,bikePositionZ,bikeSpeed
2024-06-28 15:43:04,00:00:21.360,681028,warning,6.025082,-3882,SmallSedanYellow1(Clone)18,1071.987,16.30151,654.4082,25,1070.02,16.14,661.67,0
2024-06-28 15:43:04,00:00:21.531,681028,warning,6.160624,-3882,SmallSedanYellow1(Clone)18,1071.988,16.30547,654.2684,25.18027,1070.02,16.13608,661.67,0.70632
2024-06-28 15:43:04,00:00:21.559,681028,warning,6.297358,-3882,SmallSedanYellow1(Clone)18,1071.989,16.30935,654.1276,25.36047,1070.02,16.12823,661.67,1.41264
2024-06-28 15:43:04,00:00:21.588,681028,warning,6.435296,-3882,SmallSedanYellow1(Clone)18,1071.991,16.31328,653.9858,25.54063,1070.02,16.11646,661.67,2.11896
2024-06-28 15:43:04,00:00:21.590,681028,warning,6.57448,-3882,SmallSedanYellow1(Clone)18,1071.992,16.31726,653.843,25.72075,1070.02,16.10076,661.67,2.82528
2024-06-28 15:43:04,00:00:21.620,681028,warning,6.715014,-3882,SmallSedanYellow1(Clone)18,1071.994,16.32123,653.6992,25.90083,1070.02,16.08114,661.67,3.5316
2024-06-28 15:43:04,00:00:21.650,681028,warning,6.856842,-3882,SmallSedanYellow1(Clone)18,1071.995,16.32527,653.5543,26.08088,1070.02,16.0582,661.67,4.129492
2024-06-28 15:43:04,00:00:21.654,681028,warning,6.999252,-3882,SmallSedanYellow1(Clone)18,1071.996,16.32934,653.4086,26.26094,1070.02,16.03424,661.6696,4.314773
2024-06-28 15:43:04,00:00:22.071,681028,danger,9.269686,-2718,SmallSedanGreen1(Clone)12,1076.003,16.34772,652.7177,23.42497,1070.02,16.01492,661.6661,0.2920481
2024-06-28 15:43:04,00:00:22.101,681028,danger,9.160881,-2718,SmallSedanGreen1(Clone)12,1076.002,16.34414,652.8483,23.50868,1070.02,16.01374,661.6664,0.3105624
